exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,ko_G,subject,choice_count,ko_F
udemy,CLF-01,167,"A solutions architect is managing an application that runs on a Windows EC2 instance with an attached Amazon FSx for Windows File Server. To save cost, management has decided to stop the instance during off-hours and restart it only when needed. It has been observed that the application takes several minutes to become fully operational which impacts productivity.How can the solutions architect speed up the instance’s loading time without driving the cost up?",B,B,Migrate the application to a Linux-based EC2 instance.,Migrate the application to an EC2 instance with hibernation enabled.,Disable the Instance Metadata Service to reduce the things that need to be loaded at startup.,Enable the hibernation mode on the EC2 instance.,,,,솔루션 설계자는 Windows 파일 서버용 Amazon FSx가 연결된 Windows EC2 인스턴스에서 실행되는 애플리케이션을 관리하고 있습니다. 비용을 절약하기 위해 경영진은 근무 외 시간에 인스턴스를 중지하고 필요할 때만 다시 시작하기로 결정했습니다. 애플리케이션이 완전히 작동하는 데 몇 분이 걸리며 이는 생산성에 영향을 미치는 것으로 관찰되었습니다.솔루션 설계자가 비용을 높이지 않고 어떻게 인스턴스의 로딩 시간을 단축할 수 있습니까?,애플리케이션을 Linux 기반 EC2 인스턴스로 마이그레이션합니다.,최대 절전 모드가 활성화된 EC2 인스턴스로 애플리케이션을 마이그레이션합니다.,인스턴스 메타데이터 서비스를 비활성화하여 시작 시 로드해야 하는 항목을 줄입니다.,EC2 인스턴스에서 최대 절전 모드를 활성화합니다.,,,0,,
udemy,CLF-01,168,"A company plans to use a durable storage service to store on-premises database backups to the AWS cloud. To move their backup data, they need to use a service that can store and retrieve objects through standard file storage protocols for quick recovery.Which of the following options will meet this requirement?",C,C,Use the AWS Storage Gateway volume gateway to store the backup data and directly access it using Amazon S3 API actions.,Use Amazon EBS volumes to store all the backup data and attach it to an Amazon EC2 instance.,Use the AWS Storage Gateway file gateway to store all the backup data in Amazon S3.,Use AWS Snowball Edge to directly backup the data in Amazon S3 Glacier.,,,,회사는 내구성 있는 스토리지 서비스를 사용하여 온프레미스 데이터베이스 백업을 AWS 클라우드에 저장할 계획입니다. 백업 데이터를 이동하려면 빠른 복구를 위해 표준 파일 스토리지 프로토콜을 통해 개체를 저장하고 검색할 수 있는 서비스를 사용해야 합니다.다음 중 이 요구 사항을 충족하는 옵션은 무엇입니까?,AWS Storage Gateway 볼륨 게이트웨이를 사용하여 백업 데이터를 저장하고 Amazon S3 API 작업을 사용하여 직접 액세스하십시오.,Amazon EBS 볼륨을 사용하여 모든 백업 데이터를 저장하고 Amazon EC2 인스턴스에 연결합니다.,AWS Storage Gateway 파일 게이트웨이를 사용하여 모든 백업 데이터를 Amazon S3에 저장합니다.,AWS Snowball Edge를 사용하여 Amazon S3 Glacier의 데이터를 직접 백업합니다.,,,0,,
udemy,CLF-01,169,A company is using multiple AWS accounts that are consolidated using AWS Organizations. They want to copy several S3 objects to another S3 bucket that belonged to a different AWS account which they also own. The Solutions Architect was instructed to set up the necessary permissions for this task and to ensure that the destination account owns the copied objects and not the account it was sent from. How can the Architect accomplish this requirement?,B,B,Enable the Requester Pays feature in the source S3 bucket. The fees would be waived through Consolidated Billing since both AWS accounts are part of AWS Organizations.,Configure cross-account permissions in S3 by creating an IAM customer-managed policy that allows an IAM user or role to copy objects from the source bucket in one account to the destination bucket in the other account. Then attach the policy to the IAM user or role that you want to use to copy objects between accounts.,Set up cross-origin resource sharing (CORS) in S3 by creating a bucket policy that allows an IAM user or role to copy objects from the source bucket in one account to the destination bucket in the other account.,Connect the two S3 buckets from two different AWS accounts to Amazon WorkDocs. Set up cross-account access to integrate the two S3 buckets. Use the Amazon WorkDocs console to copy the objects from one account to the other with modified object ownership assigned to the destination account.,,,,회사에서 AWS Organizations를 사용하여 통합된 여러 AWS 계정을 사용하고 있습니다. 그들은 여러 S3 객체를 자신도 소유하고 있는 다른 AWS 계정에 속한 다른 S3 버킷에 복사하려고 합니다. Solutions Architect는 이 작업에 필요한 권한을 설정하고 대상 계정이 복사된 개체를 소유하고 있는 계정이 아닌지 확인하라는 지시를 받았습니다.Architect는 이 요구 사항을 어떻게 달성할 수 있습니까?,소스 S3 버킷에서 요청자 지불 기능을 활성화합니다. 두 AWS 계정이 모두 AWS Organizations에 속해 있으므로 통합 결제를 통해 수수료가 면제됩니다.,IAM 사용자 또는 역할이 한 계정의 소스 버킷에서 다른 계정의 대상 버킷으로 객체를 복사하도록 허용하는 IAM 고객 관리형 정책을 생성하여 S3에서 교차 계정 권한을 구성합니다. 그런 다음 계정 간에 객체를 복사하는 데 사용할 IAM 사용자 또는 역할에 정책을 연결합니다.,IAM 사용자 또는 역할이 한 계정의 소스 버킷에서 다른 계정의 대상 버킷으로 객체를 복사하도록 허용하는 버킷 정책을 생성하여 S3에서 CORS(교차 원본 리소스 공유)를 설정합니다.,서로 다른 두 AWS 계정의 S3 버킷 두 개를 Amazon WorkDocs에 연결합니다. 두 S3 버킷을 통합하기 위해 교차 계정 액세스를 설정합니다. Amazon WorkDocs 콘솔을 사용하여 한 계정에서 수정된 객체 소유권이 대상 계정에 할당된 다른 계정으로 객체를 복사합니다.,,,0,,
udemy,CLF-01,170,An online registration system hosted in an Amazon EKS cluster stores data to a db.t4g.medium Amazon Aurora DB cluster. The database performs well during regular hours but is unable to handle the traffic surge that occurs during flash sales. A solutions architect must move the database to Aurora Serverless while minimizing downtime and the impact on the operation of the application.Which change should be taken to meet the objective?,B,B,Change the Aurora Instance class to Serverless,Use AWS Database Migration Service (AWS DMS) to migrate to a new Aurora Serverless database.,Take a snapshot of the DB cluster. Use the snapshot to create a new Aurora DB cluster.,Add an Aurora Replica to the cluster and set its instance class to Serverless. Failover to the read replica and promote it to primary.,,,,Amazon EKS 클러스터에서 호스팅되는 온라인 등록 시스템은 데이터를 db.t4g.mediumAmazon Aurora DB 클러스터에 저장합니다. 데이터베이스는 정규 시간 동안 잘 작동하지만 플래시 판매 중에 발생하는 트래픽 급증을 처리할 수 없습니다. 솔루션 설계자는 가동 중지 시간과 애플리케이션 운영에 미치는 영향을 최소화하면서 데이터베이스를 Aurora Serverless로 이동해야 합니다.목표를 달성하기 위해 어떤 변화를 취해야 합니까?,Aurora 인스턴스 클래스를 서버리스로 변경,AWS Database Migration Service(AWS DMS)를 사용하여 새로운 Aurora 서버리스 데이터베이스로 마이그레이션하십시오.,DB 클러스터의 스냅샷을 생성합니다. 스냅샷을 사용하여 새 Aurora DB 클러스터를 생성합니다.,Aurora 복제본을 클러스터에 추가하고 해당 인스턴스 클래스를 서버리스로 설정합니다. 읽기 전용 복제본으로 장애 조치하고 기본 복제본으로 승격합니다.,,,0,,
udemy,CLF-01,171,"A company has established a dedicated network connection from its on-premises data center to AWS Cloud using AWS Direct Connect (DX). The core network services, such as the Domain Name System (DNS) service and Active Directory services, are all hosted on-premises. The company has new AWS accounts that will also require consistent and dedicated access to these network services.Which of the following can satisfy this requirement with the LEAST amount of operational overhead and in a cost-effective manner?",B,B,Set up a new Direct Connect gateway and integrate it with the existing Direct Connect connection. Configure a VPC peering connection between AWS accounts and associate it with Direct Connect gateway.,Create a new Direct Connect gateway and integrate it with the existing Direct Connect connection. Set up a Transit Gateway between AWS accounts and associate it with the Direct Connect gateway.,Create a new AWS VPN CloudHub. Set up a Virtual Private Network (VPN) connection for additional AWS accounts.,Set up another Direct Connect connection for each and every new AWS account that will be added.,,,,회사에서 AWS Direct Connect(DX)를 사용하여 온프레미스 데이터 센터에서 AWS 클라우드로의 전용 네트워크 연결을 설정했습니다. DNS(Domain Name System) 서비스 및 Active Directory 서비스와 같은 핵심 네트워크 서비스는 모두 온프레미스에서 호스팅됩니다. 회사에는 이러한 네트워크 서비스에 대한 일관되고 전용 액세스가 필요한 새로운 AWS 계정이 있습니다.다음 중 최소한의 운영 오버헤드와 비용 효율적인 방식으로 이 요구 사항을 충족할 수 있는 것은 무엇입니까?,새 Direct Connect 게이트웨이를 설정하고 기존 Direct Connect 연결과 통합하십시오. AWS 계정 간에 VPC 피어링 연결을 구성하고 이를 Direct Connect 게이트웨이와 연결합니다.,새 Direct Connect 게이트웨이를 생성하고 기존 Direct Connect 연결과 통합합니다. AWS 계정 간에 Transit Gateway를 설정하고 Direct Connect 게이트웨이와 연결합니다.,새 AWS VPN CloudHub를 생성합니다. 추가 AWS 계정에 대한 가상 사설망(VPN) 연결을 설정합니다.,추가할 모든 새 AWS 계정마다 다른 Direct Connect 연결을 설정하십시오.,,,0,,
udemy,CLF-01,172,A FinTech startup deployed an application on an Amazon EC2 instance with attached Instance Store volumes and an Elastic IP address. The server is only accessed from 8 AM to 6 PM and can be stopped from 6 PM to 8 AM for cost efficiency using Lambda with the script that automates this based on tags.Which of the following will occur when the EC2 instance is stopped and started? (Select TWO.),BE,BE,The ENI (Elastic Network Interface) is detached.,All data on the attached instance-store devices will be lost.,There will be no changes.,The Elastic IP address is disassociated with the instance.,The underlying host for the instance is possibly changed.,,,핀테크 스타트업은 인스턴스 스토어 볼륨과 탄력적 IP 주소가 연결된 Amazon EC2 인스턴스에 애플리케이션을 배포했습니다. 서버는 오전 8시부터 오후 6시까지만 액세스할 수 있으며 태그를 기반으로 이를 자동화하는 스크립트와 함께 Lambda를 사용하여 비용 효율성을 위해 오후 6시부터 오전 8시까지 서버를 중지할 수 있습니다.다음 중 EC2 인스턴스가 중지되었다가 시작될 때 발생하는 것은 무엇입니까? (2개를 선택하세요.),ENI(Elastic Network Interface)가 분리됩니다.,연결된 인스턴스 스토어 장치의 모든 데이터가 손실됩니다.,변경 사항이 없습니다.,탄력적 IP 주소가 인스턴스와 연결 해제됩니다.,인스턴스의 기본 호스트가 변경되었을 수 있습니다.,,0,,
udemy,CLF-01,173,"An on-premises server uses an SMB network file share to store application data. The application produces around 50 MB of data per day, but it only needs to access some of it for daily processes. To save on storage costs, the company plans to copy all the application data to AWS, however, they want to retain the ability to retrieve data with the same low-latency access as the local file share. The company does not have the capacity to develop the needed tool for this operation.Which AWS service should the company use?",A,A,AWS Storage Gateway,AWS Virtual Private Network (VPN),AWS Snowball Edge,Amazon FSx for Windows File Server,,,,온프레미스 서버는 SMB 네트워크 파일 공유를 사용하여 애플리케이션 데이터를 저장합니다. 이 애플리케이션은 하루에 약 50MB의 데이터를 생성하지만 일상적인 프로세스를 위해 그 중 일부에만 액세스하면 됩니다. 스토리지 비용을 절약하기 위해 회사는 모든 애플리케이션 데이터를 AWS로 복사할 계획이지만 로컬 파일 공유와 동일한 낮은 대기 시간 액세스로 데이터를 검색할 수 있는 기능을 유지하려고 합니다. 회사는 이 작업에 필요한 도구를 개발할 능력이 없습니다.회사는 어떤 AWS 서비스를 사용해야 합니까?,AWS 스토리지 게이트웨이,AWS 가상 사설망(VPN),AWS 스노우볼 에지,Windows 파일 서버용 Amazon FSx,,,0,,
udemy,CLF-01,174,A tech company is currently using Auto Scaling for their web application. A new AMI now needs to be used for launching a fleet of EC2 instances. Which of the following changes needs to be done?,C,C,Create a new target group.,Create a new target group and launch configuration.,Create a new launch configuration.,Do nothing. You can start directly launching EC2 instances in the Auto Scaling group with the same launch configuration.,,,,기술 회사는 현재 웹 애플리케이션에 Auto Scaling을 사용하고 있습니다. 이제 EC2 인스턴스 플릿을 시작하는 데 새 AMI를 사용해야 합니다. 다음 중 어떤 변경을 수행해야 합니까?,새 대상 그룹을 만듭니다.,새 대상 그룹을 생성하고 구성을 시작합니다.,새 시작 구성을 만듭니다.,아무것도하지 마세요. 동일한 시작 구성으로 Auto Scaling 그룹에서 EC2 인스턴스 시작을 직접 시작할 수 있습니다.,,,0,,
udemy,CLF-01,175,A Solutions Architect needs to deploy a mobile application that collects votes for a singing competition. Millions of users from around the world will submit votes using their mobile phones. These votes must be collected and stored in a highly scalable and highly available database which will be queried for real-time ranking. The database is expected to undergo frequent schema changes throughout the voting period.Which of the following combination of services should the architect use to meet this requirement?,C,C,Amazon Relational Database Service (RDS) and Amazon MQ,Amazon Aurora and Amazon Cognito,Amazon DynamoDB and AWS AppSync,Amazon DocumentDB (with MongoDB compatibility) and Amazon AppFlow,,,,Solutions Architect는 노래 대회에 대한 투표를 수집하는 모바일 애플리케이션을 배포해야 합니다. 전 세계 수백만 명의 사용자가 휴대폰을 사용하여 투표를 제출합니다. 이러한 투표는 실시간 순위를 위해 쿼리될 확장성과 가용성이 높은 데이터베이스에 수집 및 저장되어야 합니다. 데이터베이스는 투표 기간 내내 빈번한 스키마 변경을 겪을 것으로 예상됩니다.설계자가 이 요구 사항을 충족하기 위해 사용해야 하는 다음 서비스 조합은 무엇입니까?,Amazon 관계형 데이터베이스 서비스(RDS) 및 Amazon MQ,아마존 오로라와 아마존 코그니토,Amazon DynamoDB 및 AWS AppSync,Amazon DocumentDB(MongoDB와 호환) 및 Amazon AppFlow,,,0,,
udemy,CLF-01,176,A firm has a containerized application that runs on a self-managed Kubernetes cluster. The cluster writes data in an on-premises MongoDB database. A solutions architect is requested to move the service to AWS in order to minimize operational overhead. The firm prohibits any changes to the code.Which action meets these objectives?,A,A,Migrate the cluster to an Amazon Elastic Kubernetes Service (EKS) cluster and the database to an Amazon DocumentDB (with MongoDB compatibility) database.,Migrate the cluster to an Amazon Elastic Container Service (ECS) cluster using Amazon ECS Anywhere and the database to an Amazon Aurora Serverless database.,Migrate the cluster to an Amazon Elastic Container Service (ECS) cluster with the images stored in the Amazon Elastic Container Registry (Amazon ECR). Move the database to an Amazon Neptune database,Migrate the cluster to an Amazon Elastic Kubernetes Service (EKS) cluster using Amazon EKS Anywhere and the database to an Amazon DynamoDB table.,,,,회사에는 자체 관리형 Kubernetes 클러스터에서 실행되는 컨테이너화된 애플리케이션이 있습니다. 클러스터는 온프레미스 MongoDB 데이터베이스에 데이터를 씁니다. 솔루션 설계자는 운영 오버헤드를 최소화하기 위해 서비스를 AWS로 이전해야 합니다. 회사는 코드 변경을 금지합니다.어떤 조치가 이러한 목표를 충족합니까?,클러스터를 Amazon Elastic Kubernetes Service(EKS) 클러스터로 마이그레이션하고 데이터베이스를 Amazon DocumentDB(MongoDB와 호환) 데이터베이스로 마이그레이션합니다.,Amazon ECS Anywhere를 사용하여 클러스터를 Amazon Elastic Container Service(ECS) 클러스터로 마이그레이션하고 데이터베이스를 Amazon Aurora Serverless 데이터베이스로 마이그레이션합니다.,Amazon Elastic Container Registry(Amazon ECR)에 저장된 이미지를 사용하여 클러스터를 Amazon Elastic Container Service(ECS) 클러스터로 마이그레이션합니다. 데이터베이스를 Amazon Neptune 데이터베이스로 이동,Amazon EKS Anywhere를 사용하여 클러스터를 Amazon Elastic Kubernetes Service(EKS) 클러스터로 마이그레이션하고 데이터베이스를 Amazon DynamoDB 테이블로 마이그레이션합니다.,,,0,,
udemy,CLF-01,177,"A Data Analyst in a financial company is tasked to provide insights on stock market trends to the company's clients. The company uses AWS Glue extract, transform, and load (ETL) jobs in daily report generation, which involves fetching data from an Amazon S3 bucket. The analyst discovered that old data from previous runs were being reprocessed, causing the jobs to take longer to complete.Which solution would resolve the issue in the most operationally efficient way?",D,D,"Create a Lambda function that removes any data already processed. Then, use Amazon EventBridge to trigger this function whenever the ETL job's status switches to SUCCEEDED.",Parallelize the job by splitting the dataset into smaller partitions and processing them simultaneously using multiple EC2 instances.,Increase the size of the dataset used in the job to speed up the extraction and analysis process.,Enable job bookmark for the ETL job.,,,,"금융 회사의 데이터 분석가는 회사 고객에게 주식 시장 동향에 대한 통찰력을 제공해야 합니다. 이 회사는 Amazon S3 버킷에서 데이터를 가져오는 일과 관련된 일일 보고서 생성에 AWS Glue 추출, 변환 및 로드(ETL) 작업을 사용합니다. 분석가는 이전 실행의 이전 데이터가 재처리되어 작업을 완료하는 데 시간이 오래 걸린다는 사실을 발견했습니다.운영상 가장 효율적인 방식으로 문제를 해결하는 솔루션은 무엇입니까?",이미 처리된 모든 데이터를 제거하는 Lambda 함수를 생성합니다. 그런 다음 Amazon EventBridge를 사용하여 ETL 작업의 상태가 로 전환될 때마다 이 기능을 트리거합니다 SUCCEEDED.,데이터 세트를 더 작은 파티션으로 분할하고 여러 EC2 인스턴스를 사용하여 동시에 처리하여 작업을 병렬화합니다.,작업에 사용되는 데이터 세트의 크기를 늘려 추출 및 분석 프로세스 속도를 높입니다.,ETL 작업에 대한 작업 북마크를 활성화합니다.,,,0,,
udemy,CLF-01,178,A tech startup is launching an on-demand food delivery platform using Amazon ECS cluster with an AWS Fargate serverless compute engine and Amazon Aurora. It is expected that the database read queries will significantly increase in the coming weeks ahead. A Solutions Architect recently launched two Read Replicas to the database cluster to improve the platform's scalability. Which of the following is the MOST suitable configuration that the Architect should implement to load balance all of the incoming read requests equally to the two Read Replicas?,D,D,Create a new Network Load Balancer to evenly distribute the read queries to the Read Replicas of the Amazon Aurora database.,Use the built-in Cluster endpoint of the Amazon Aurora database.,Enable Amazon Aurora Parallel Query.,Use the built-in Reader endpoint of the Amazon Aurora database.,,,,한 기술 스타트업이 AWS Fargate 서버리스 컴퓨팅 엔진 및 Amazon Aurora와 함께 Amazon ECS 클러스터를 사용하여 주문형 음식 배달 플랫폼을 출시하고 있습니다. 앞으로 몇 주 동안 데이터베이스 읽기 쿼리가 크게 증가할 것으로 예상됩니다. Solutions Architect는 최근 플랫폼의 확장성을 개선하기 위해 데이터베이스 클러스터에 두 개의 읽기 전용 복제본을 출시했습니다.다음 중 수신되는 모든 읽기 요청을 2개의 읽기 전용 복제본에 균등하게 로드 밸런싱하기 위해 아키텍트가 구현해야 하는 가장 적합한 구성은 무엇입니까?,새 Network Load Balancer를 생성하여 Amazon Aurora 데이터베이스의 읽기 전용 복제본에 대한 읽기 쿼리를 고르게 분산합니다.,Amazon Aurora 데이터베이스의 기본 제공 클러스터 엔드포인트를 사용합니다.,Amazon Aurora 병렬 쿼리를 활성화합니다.,Amazon Aurora 데이터베이스의 기본 제공 리더 엔드포인트를 사용합니다.,,,0,,
udemy,CLF-01,179,"A company deployed several EC2 instances in a private subnet. The Solutions Architect needs to ensure the security of all EC2 instances. Upon checking the existing Inbound Rules of the Network ACL, she saw this configuration:If a computer with an IP address of 110.238.109.37 sends a request to the VPC, what will happen?",C,C,"Initially, it will be denied and then after a while, the connection will be allowed.",It will be denied.,It will be allowed.,"Initially, it will be allowed and then after a while, the connection will be denied.",,,,한 회사가 프라이빗 서브넷에 여러 EC2 인스턴스를 배포했습니다. Solutions Architect는 모든 EC2 인스턴스의 보안을 보장해야 합니다. 네트워크 ACL의 기존 인바운드 규칙을 확인한 후 그녀는 다음 구성을 확인했습니다.IP 주소가 110.238.109.37인 컴퓨터가 VPC에 요청을 보내면 어떻게 될까요?,처음에는 거부되고 잠시 후 연결이 허용됩니다.,거부됩니다.,허용됩니다.,처음에는 허용되고 잠시 후 연결이 거부됩니다.,,,0,,
udemy,CLF-01,180,"A company has clients all across the globe that access product files stored in several S3 buckets, which are behind each of their own CloudFront web distributions. They currently want to deliver their content to a specific client, and they need to make sure that only that client can access the data. Currently, all of their clients can access their S3 buckets directly using an S3 URL or through their CloudFront distribution. The Solutions Architect must serve the private content via CloudFront only, to secure the distribution of files.Which combination of actions should the Architect implement to meet the above requirements? (Select TWO.)",BD,BD,Enable the Origin Shield feature of the Amazon CloudFront distribution to protect the files from unauthorized access.,Require the users to access the private content by using special CloudFront signed URLs or signed cookies.,Create a custom CloudFront function to check and ensure that only their clients can access the files.,Restrict access to files in the origin by creating an origin access identity (OAI) and give it permission to read the files in the bucket.,Use S3 pre-signed URLs to ensure that only their client can access the files. Remove permission to use Amazon S3 URLs to read the files for anyone else.,,,회사에는 자체 CloudFront 웹 배포 뒤에 있는 여러 S3 버킷에 저장된 제품 파일에 액세스하는 전 세계 고객이 있습니다. 그들은 현재 자신의 콘텐츠를 특정 클라이언트에 전달하려고 하며 해당 클라이언트만 데이터에 액세스할 수 있도록 해야 합니다. 현재 모든 클라이언트는 S3 URL을 사용하거나 CloudFront 배포를 통해 S3 버킷에 직접 액세스할 수 있습니다. Solutions Architect는 파일 배포를 보호하기 위해 CloudFront를 통해서만 비공개 콘텐츠를 제공해야 합니다.Architect가 위의 요구 사항을 충족하기 위해 구현해야 하는 작업 조합은 무엇입니까? (2개를 선택하세요.),무단 액세스로부터 파일을 보호하려면 Amazon CloudFront 배포의 Origin Shield 기능을 활성화하십시오.,사용자가 특수 CloudFront 서명 URL 또는 서명 쿠키를 사용하여 비공개 콘텐츠에 액세스하도록 요구합니다.,사용자 지정 CloudFront 함수를 생성하여 클라이언트만 파일에 액세스할 수 있는지 확인합니다.,원본 액세스 ID(OAI)를 생성하여 원본의 파일에 대한 액세스를 제한하고 버킷의 파일을 읽을 수 있는 권한을 부여합니다.,S3 사전 서명된 URL을 사용하여 클라이언트만 파일에 액세스할 수 있도록 합니다. Amazon S3 URL을 사용하여 다른 사람을 위해 파일을 읽을 수 있는 권한을 제거합니다.,,0,,
udemy,CLF-01,181,A company needs to use Amazon Aurora as the Amazon RDS database engine of their web application. The Solutions Architect has been instructed to implement a 90-day backup retention policy.Which of the following options can satisfy the given requirement?,D,D,Configure an automated backup and set the backup retention period to 90 days.,Create a daily scheduled event using CloudWatch Events and AWS Lambda to directly download the RDS automated snapshot to an S3 bucket. Archive snapshots older than 90 days to Glacier.,Configure RDS to export the automated snapshot automatically to Amazon S3 and create a lifecycle policy to delete the object after 90 days.,Create an AWS Backup plan to take daily snapshots with a retention period of 90 days.,,,,회사는 Amazon Aurora를 웹 애플리케이션의 Amazon RDS 데이터베이스 엔진으로 사용해야 합니다. Solutions Architect는 90일 백업 보존 정책을 구현하도록 지시 받았습니다.다음 옵션 중 주어진 요구 사항을 충족할 수 있는 옵션은 무엇입니까?,자동 백업을 구성하고 백업 보존 기간을 90일로 설정합니다.,CloudWatch Events 및 AWS Lambda를 사용하여 일일 예약 이벤트를 생성하여 RDS 자동 스냅샷을 S3 버킷으로 직접 다운로드합니다. 90일보다 오래된 스냅샷을 Glacier에 아카이브합니다.,자동 스냅샷을 Amazon S3로 자동으로 내보내도록 RDS를 구성하고 90일 후에 객체를 삭제하는 수명 주기 정책을 생성합니다.,보존 기간이 90일인 일일 스냅샷을 생성하는 AWS Backup 계획을 생성합니다.,,,0,,
udemy,CLF-01,182,"A company intends to give each of its developers a personal AWS account through AWS Organizations. To enforce regulatory policies, preconfigured AWS Config rules will be set in the new accounts. A solutions architect must see to it that developers are unable to remove or modify any rules in AWS Config.Which solution meets the objective with the least operational overhead?",C,C,Use an IAM Role in the new accounts with an attached IAM trust relationship to disable the access of the root user to AWS Config.,Configure an AWS Config rule in the root account to detect if changes to the new account’s Config rules are made.,Add the developers' AWS account to an organization unit (OU). Attach a service control policy (SCP) to the OU that restricts access to AWS Config.,Set up an AWS Control Tower in the root account to detect if there were any changes to the new account’s AWS Config rules. Attach an IAM trust relationship to the IAM User of each developer which prevents any changes in AWS Config.,,,,회사는 AWS Organizations를 통해 각 개발자에게 개인 AWS 계정을 제공하려고 합니다. 규제 정책을 시행하기 위해 사전 구성된 AWS Config 규칙이 새 계정에 설정됩니다. 솔루션 설계자는 개발자가 AWS Config에서 어떤 규칙도 제거하거나 수정할 수 없도록 해야 합니다.최소한의 운영 오버헤드로 목표를 충족하는 솔루션은 무엇입니까?,연결된 IAM 신뢰 관계가 있는 새 계정에서 IAM 역할을 사용하여 AWS Config에 대한 루트 사용자의 액세스를 비활성화합니다.,루트 계정에서 AWS Config 규칙을 구성하여 새 계정의 Config 규칙이 변경되었는지 감지합니다.,조직 단위(OU)에 개발자의 AWS 계정을 추가합니다. AWS Config에 대한 액세스를 제한하는 서비스 제어 정책(SCP)을 OU에 연결합니다.,루트 계정에서 AWS Control Tower를 설정하여 새 계정의 AWS Config 규칙에 대한 변경 사항이 있는지 감지합니다. AWS Config의 변경을 방지하는 각 개발자의 IAM 사용자에 IAM 신뢰 관계를 연결합니다.,,,0,,
udemy,CLF-01,183,An application needs to retrieve a subset of data from a large CSV file stored in an Amazon S3 bucket by using simple SQL expressions. The queries are made within Amazon S3 and must only return the needed data. Which of the following actions should be taken?,D,D,Perform an S3 Select operation based on the bucket's name and object's metadata.,Perform an S3 Select operation based on the bucket's name and object tags.,Perform an S3 Select operation based on the bucket’s name.,Perform an S3 Select operation based on the bucket's name and object's key.,,,,애플리케이션은 간단한 SQL 표현식을 사용하여 Amazon S3 버킷에 저장된 대용량 CSV 파일에서 데이터 하위 집합을 검색해야 합니다. 쿼리는 Amazon S3 내에서 이루어지며 필요한 데이터만 반환해야 합니다. 다음 중 어떤 조치를 취해야 합니까?,버킷의 이름과 객체의 메타데이터를 기반으로 S3 Select 작업을 수행합니다.,버킷의 이름과 객체 태그를 기반으로 S3 Select 작업을 수행합니다.,버킷 이름을 기반으로 S3 Select 작업을 수행합니다.,버킷의 이름과 객체의 키를 기반으로 S3 Select 작업을 수행합니다.,,,0,,
udemy,CLF-01,184,"A travel company has a suite of web applications hosted in an Auto Scaling group of On-Demand EC2 instances behind an Application Load Balancer that handles traffic from various web domains such as i-love-manila.com, i-love-boracay.com, i-love-cebu.com and many others. To improve security and lessen the overall cost, you are instructed to secure the system by allowing multiple domains to serve SSL traffic without the need to reauthenticate and reprovision your certificate everytime you add a new domain. This migration from HTTP to HTTPS will help improve their SEO and Google search ranking. Which of the following is the most cost-effective solution to meet the above requirement?",A,A,Upload all SSL certificates of the domains in the ALB using the console and bind multiple certificates to the same secure listener on your load balancer. ALB will automatically choose the optimal TLS certificate for each client using Server Name Indication (SNI).,Create a new CloudFront web distribution and configure it to serve HTTPS requests using dedicated IP addresses in order to associate your alternate domain names with a dedicated IP address in each CloudFront edge location.,Add a Subject Alternative Name (SAN) for each additional domain to your certificate.,Use a wildcard certificate to handle multiple sub-domains and different domains.,,,,"여행사에는 , 및 기타 여러 웹 도메인의 트래픽을 처리하는 Application Load Balancer 뒤에 있는 온디맨드 EC2 인스턴스의 Auto Scaling 그룹에서 호스팅되는 웹 애플리케이션 제품군 i-love-manila.com이 있습니다 i-love-boracay.com. i-love-cebu.com보안을 강화하고 전체 비용을 줄이기 위해 새 도메인을 추가할 때마다 인증서를 재인증 및 재프로비저닝할 필요 없이 여러 도메인이 SSL 트래픽을 제공하도록 허용하여 시스템을 보호하라는 지시를 받습니다. HTTP에서 HTTPS로의 마이그레이션은 SEO 및 Google 검색 순위를 높이는 데 도움이 됩니다.다음 중 위의 요구 사항을 충족하는 가장 비용 효율적인 솔루션은 무엇입니까?",콘솔을 사용하여 ALB에 있는 도메인의 모든 SSL 인증서를 업로드하고 여러 인증서를 로드 밸런서의 동일한 보안 리스너에 바인딩합니다. ALB는 SNI(서버 이름 표시)를 사용하여 각 클라이언트에 대해 최적의 TLS 인증서를 자동으로 선택합니다.,새 CloudFront 웹 배포를 생성하고 대체 도메인 이름을 각 CloudFront 엣지 로케이션의 전용 IP 주소와 연결하기 위해 전용 IP 주소를 사용하여 HTTPS 요청을 제공하도록 구성합니다.,각 추가 도메인에 대한 SAN(주체 대체 이름)을 인증서에 추가하십시오.,와일드카드 인증서를 사용하여 여러 하위 도메인과 다른 도메인을 처리합니다.,,,0,,
