exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,241,Which of the following describes AWS Local Zones?,C,C,A cluster of data centers in one geographic location,A site used by Amazon CloudFront to cache frequently accessed content,An extension of an AWS Region to more granular locations,One or more data centers with redundant power and networking,,,,,
examtopics,CLF-01,242,A retail company is migrating its IT infrastructure applications from on premises to the AWS Cloud.Which costs will the company eliminate with this migration? (Choose two.),ADE,AD,Cost of data center operations,Cost of application licensing,Cost of marketing campaigns,Cost of physical server hardware,Cost of network management,,,,
examtopics,CLF-01,243,What is a benefit of moving to the AWS Cloud in terms of improving time to market?,C,C,Decreased deployment speed,Increased application security,Increased business agility,Increased backup capabilities,,,,,
examtopics,CLF-01,244,Which of the following are characteristics of a serverless application that runs in the AWS Cloud? (Choose two.),CE,CE,Users must manually configure Amazon EC2 instances.,Users have a choice of operating systems.,The application has built-in fault tolerance.,Users can run Amazon EC2 Spot Instances.,The application can scale based on demand.,,,,
examtopics,CLF-01,245,"A company has existing software licenses that it wants to bring to AWS, but the licensing model requires licensing physical cores.How can the company meet this requirement in the AWS Cloud?",B,B,Launch an Amazon EC2 instance with default tenancy.,Launch an Amazon EC2 instance on a Dedicated Host.,Create an On-Demand Capacity Reservation.,Purchase Dedicated Reserved Instances.,,,,,
examtopics,CLF-01,246,"A company has a complex AWS architecture. The company needs assistance from a dedicated technical professional who can suggest strategies regarding incidents, trade-offs, support, and risk management.Which AWS Support plan will provide the required support?",B,A,AWS Business Support,AWS Enterprise Support,AWS Developer Support,AWS Basic Support,,,,,
examtopics,CLF-01,247,Which of the following is an advantage that the AWS Cloud provides to users?,A,A,Users eliminate the need to guess about infrastructure capacity requirements.,Users decrease their variable costs by maintaining sole ownership of IT hardware.,Users maintain control of underlying IT infrastructure hardware.,Users maintain control of operating systems for managed services.,,,,,
examtopics,CLF-01,248,Which AWS services can use AWS WAF to protect against common web exploitations? (Choose two.),BE,BE,Amazon Route 53,Amazon CloudFront,AWS Transfer Family,AWS Site-to-Site VPN,Amazon API Gateway,,,,
examtopics,CLF-01,249,Which controls are shared under the AWS shared responsibility model? (Choose two.),AC,AC,Awareness and training,Patching of Amazon RDS,Configuration management,Physical and environmental controls,Service and communications protection or security,,,,
examtopics,CLF-01,250,A company manages global applications that require static IP addresses.Which AWS service would enable the company to improve the availability and performance of its applications?,B,B,Amazon CloudFront,AWS Global Accelerator,Amazon S3 Transfer Acceleration,Amazon API Gateway,,,,,
examtopics,CLF-01,251,Which of the following are AWS compute services? (Choose two.),AD,AD,Amazon Lightsail,AWS Systems Manager,AWS CloudFormation,AWS Batch,Amazon Inspector,,,,
examtopics,CLF-01,252,A company needs to report on events that involve the specific AWS services that the company uses.Which AWS service or resource can the company use with Amazon CloudWatch to meet this requirement?,D,D,Amazon Inspector,AWS Personal Health Dashboard,AWS Trusted Advisor,AWS CloudTrail logs,,,,,
examtopics,CLF-01,253,A company with AWS Enterprise Support needs help understanding its monthly AWS bill and wants to implement billing best practices.Which AWS tool or resource is available to accomplish these goals?,B,B,Resource tagging,AWS Concierge Support team,AWS Abuse team,AWS Support,,,,,
examtopics,CLF-01,254,Which of the following is an AWS key-value database offering consistent single-digit millisecond performance at any scale?,C,C,Amazon RDS,Amazon Aurora,Amazon DynamoDB,Amazon Redshift,,,,,
examtopics,CLF-01,255,A company is developing a new Node.js application. The application must have a scalable NoSQL database to meet increasing demand as the popularity of the application grows.Which AWS service will meet the requirements for the database?,C,C,Amazon Aurora Serverless,Amazon ElastiCache,Amazon DynamoDB,Amazon Redshift,,,,,
examtopics,CLF-01,256,"A company wants to set up an entire development and continuous delivery toolchain for coding, building, testing, and deploying code.Which AWS service will meet these requirements?",B,B,Amazon CodeGuru,AWS CodeStar,AWS CodeCommit,AWS CodeDeploy,,,,,
examtopics,CLF-01,257,Which service enables customers to audit API calls in their AWS accounts?,A,A,AWS CloudTrail,AWS Trusted Advisor,Amazon Inspector,AWS X-Ray,,,,,
examtopics,CLF-01,258,A company is moving its office and must establish an encrypted connection to AWS.Which AWS service will help meet this requirement?,A,A,AWS VPN,Amazon Route 53,Amazon API Gateway,Amazon Connect,,,,,
examtopics,CLF-01,259,A company needs steady and predictable performance from its Amazon EC2 instances at the lowest possible cost. The company also needs the ability to scale resources to ensure that it has the right resources available at the right time.Which AWS service or resource will meet these requirements?,D,D,Amazon CloudWatch,Application Load Balancer,AWS Batch,Amazon EC2 Auto Scaling,,,,,
examtopics,CLF-01,260,Which action will provide documentation to help a company evaluate whether its use of the AWS Cloud is compliant with local regulatory standards?,B,B,Running Amazon GuardDuty,Using AWS Artifact,Creating an AWS Support ticket,Evaluating AWS CloudTrail logs,,,,,
examtopics,CLF-01,261,A company wants a cost-effective option when running its applications in an Amazon EC2 instance for short time periods. The applications can be interrupted.Which EC2 instance type will meet these requirements?,A,A,Spot Instances,On-Demand Instances,Reserved Instances,Dedicated Instances,,,,,
examtopics,CLF-01,262,A retail company is building a new mobile app. The company is evaluating whether to build the app at an on-premises data center or in the AWS Cloud.Which of the following are benefits of building this app in the AWS Cloud? (Choose two.),BD,BD,"A large, upfront capital expense and low variable expenses",Increased speed for trying out new projects,Complete control over the physical security of the infrastructure,Flexibility to scale up in minutes as the application becomes popular,Ability to pick the specific data centers that will host the application servers,,,,
examtopics,CLF-01,263,"A developer is working on enhancing applications at AWS. The developer needs a service that can securely host GitHub-based code, repositories, and version controls.Which AWS service should the developer use?",C,C,AWS CodeStar,Amazon CodeGuru,AWS CodeCommit,AWS CodePipeline,,,,,
examtopics,CLF-01,264,What is an AWS Region?,B,B,"A broad set of global, cloud-based products that include compute, storage, and databases",A physical location around the world where data centers are clustered,"One or more discrete data centers with redundant power, networking, and connectivity",A service that developers use to build applications that deliver latencies of single-digit milliseconds to users,,,,,
examtopics,CLF-01,265,"Which AWS benefit enables users to deploy cloud infrastructure that consists of multiple geographic regions connected by a network with low latency, high throughput, and redundancy?",D,D,Economies of scale,Security,Elasticity,Global reach,,,,,
examtopics,CLF-01,266,A company is considering a migration from on premises to the AWS Cloud. The company's IT team needs to offload support of the workload.What should the IT team do to accomplish this goal?,A,A,"Use AWS Managed Services to provision, run, and support the company infrastructure.",Build hardware refreshes into the operational calendar to ensure availability.,Use Amazon Elastic Container Service (Amazon ECS) on Amazon EC2 instances.,Overprovision compute capacity for seasonal events and traffic spikes to prevent downtime.,,,,,
examtopics,CLF-01,267,What is a benefit of using AWS serverless computing?,D,D,Application deployment and management are not required.,Application security will be fully managed by AWS.,Monitoring and logging are not needed.,Management of infrastructure is offloaded to AWS.,,,,,
examtopics,CLF-01,268,A company plans to launch an application that will run in multiple locations within the United States. The company needs to identify the two AWS Regions where the application can operate at the lowest price.Which AWS service or feature should the company use to determine the Regions that offer the lowest price?,D,D,Cost Explorer,AWS Budgets,AWS Trusted Advisor,AWS Pricing Calculator,,,,,
examtopics,CLF-01,269,Which approach will enhance a user's security on AWS?,D,D,Use Multi-AZ deployments with Amazon RDS.,Create a hybrid architecture by using AWS Direct Connect.,Monitor application-specific information with AWS X-Ray.,Encrypt data by using AWS Key Management Service (AWS KMS).,,,,,
examtopics,CLF-01,270,Which AWS service or tool is associated with an Amazon EC2 instance and acts as a virtual firewall to control inbound and outbound traffic?,D,D,AWS WAF,AWS Shield,Network access control list (ACL),Security group,,,,,
examtopics,CLF-01,271,"A company wants to migrate its on-premises Microsoft SQL Server database server to the AWS Cloud. The company has decided to use Amazon EC2 instances to run this database.Which of the following is the company responsible for managing, according to the AWS shared responsibility model?",B,B,EC2 hypervisor,Security patching of the guest operating system,Network connectivity of the host server,Uptime service level agreement (SLA) for the EC2 instances,,,,,
examtopics,CLF-01,272,A developer wants to deploy an application on a container-based service. The service must automatically provision and manage the backend instances. The service must provision only the necessary resources.Which AWS service will meet these requirements?,CD,D,Amazon EC2,Amazon Lightsail,Amazon Elastic Kubernetes Service (Amazon EKS),AWS Fargate,,,,,
examtopics,CLF-01,273,Which tasks require use of the AWS account root user? (Choose two.),AE,AE,Changing an AWS Support plan,Modifying an Amazon EC2 instance type,Grouping resources in AWS Systems Manager,Running applications in Amazon Elastic Kubernetes Service (Amazon EKS),Closing an AWS account,,,,
examtopics,CLF-01,274,Which AWS service enables the decoupling and scaling of applications?,A,A,Amazon Simple Queue Service (Amazon SQS),AWS Outposts,Amazon S3,Amazon Simple Email Service (Amazon SES),,,,,
examtopics,CLF-01,275,Which of the following describes some of the core functionality of Amazon S3?,B,A,Amazon S3 is a high-performance block storage service that is designed for use with Amazon EC2.,"Amazon S3 is an object storage service that provides high-level performance, security, scalability, and data availability.","Amazon S3 is a fully managed, highly reliable, and scalable file storage system that is accessible over the industry-standard SMB protocol.","Amazon S3 is a scalable, fully managed elastic NFS for use with AWS Cloud services and on-premises resources.",,,,,
examtopics,CLF-01,276,How does consolidated billing help reduce costs for a company that has multiple AWS accounts?,A,A,It aggregates usage across accounts so that the company can reach volume discount thresholds sooner.,It offers an additional 5% discount on purchases of All Upfront Reserved Instances.,It provides a simplified billing invoice that the company can process more quickly than a standard invoice.,It gives AWS resellers the ability to bill their customers for usage.,,,,,
examtopics,CLF-01,277,A company wants to secure its consumer web application by using SSL/TLS to encrypt traffic.Which AWS service can the company use to meet this goal?,AD,D,AWS WAF,AWS Shield,Amazon VPC,AWS Certificate Manager (ACM),,,,,
examtopics,CLF-01,278,Which of the following are advantages of moving to the AWS Cloud? (Choose two.),CD,CD,Users can implement all AWS services in seconds.,AWS assumes all responsibility for the security of infrastructure and applications.,Users experience increased speed and agility.,Users benefit from massive economies of scale.,Users can move hardware from their data center to the AWS Cloud.,,,,
examtopics,CLF-01,279,"A company stores configuration files in an Amazon S3 bucket. These configuration files must be accessed by applications that are running on Amazon EC2 instances.According to AWS security best practices, how should the company grant permissions to allow the applications for access the S3 bucket?",C,C,Use the AWS account root user access keys.,Use the AWS access key ID and the EC2 secret access key.,Use an IAM role with the necessary permissions.,Activate multi-factor authentication (MFA) and versioning on the S3 bucket.,,,,,
examtopics,CLF-01,280,A company needs an AWS service that will continuously monitor the company's AWS account for suspicious activity. The service must have the ability to initiate automated actions against threats that are identified in the security findings.Which service will meet these requirements?,D,D,AWS Trusted Advisor,Amazon Detective,Amazon Inspector,Amazon GuardDuty,,,,,
examtopics,CLF-01,281,A company wants to analyze streaming user data and respond to customer queries in real time.Which AWS service can meet these requirements?,C,C,Amazon QuickSight,Amazon Redshift,Amazon Kinesis Data Analytics,AWS Data Pipeline,,,,,
examtopics,CLF-01,282,Who can create and manage access keys for an AWS account root user?,A,A,The AWS account owner,An IAM user that has administrator permissions,IAM users within a designated group,An IAM user that has the required role,,,,,
examtopics,CLF-01,283,Which AWS service can help a company detect an outage of its website servers and redirect users to alternate servers?,C,C,Amazon CloudFront,Amazon GuardDuty,Amazon Route 53,AWS Trusted Advisor,,,,,
examtopics,CLF-01,284,"A web application is hosted on AWS using an Elastic Load Balancer, multiple Amazon EC2 instances, and Amazon RDS.Which security measures fall under the responsibility of AWS? (Choose two.)",BC,BC,Running a virus scan on EC2 instances,Protecting against IP spoofing and packet sniffing,Installing the latest security patches on the RDS instance,Encrypting communication between the EC2 instances and the Elastic Load Balancer,Configuring a security group and a network access control list (NACL) for EC2 instances,,,,
examtopics,CLF-01,285,Which of the following is an AWS Well-Architected Framework design principle for operational excellence in the AWS Cloud?,B,B,Go global in minutes.,"Make frequent, small, reversible changes.",Implement a strong foundation of identity and access management.,Stop spending money on hardware infrastructure for data center operations.,,,,,
examtopics,CLF-01,286,Which AWS service provides intelligent recommendations to improve code quality and identify an application's most expensive lines of code?,A,A,Amazon CodeGuru,AWS CodeStar,AWS CodeCommit,AWS CodeDeploy,,,,,
examtopics,CLF-01,287,A company wants to expand from one AWS Region into a second AWS Region.What does the company need to do to expand into the second Region?,C,C,Contact an AWS account manager to sign a new contract.,Move an Availability Zone to the second Region.,Begin to deploy resources in the second Region.,Download the AWS Management Console for the second Region.,,,,,
examtopics,CLF-01,288,Which AWS service provides storage that can be mounted across multiple Amazon EC2 instances?,B,B,Amazon WorkSpaces,Amazon Elastic File System (Amazon EFS),AWS Database Migration Service (AWS DMS),AWS Snowball Edge,,,,,
examtopics,CLF-01,289,A company needs to deploy applications in the AWS Cloud as quickly as possible. The company also needs to minimize the complexity that is related to the management of AWS resources.Which AWS service should the company use to meet these requirements?,B,B,AWS Config,AWS Elastic Beanstalk,Amazon EC2,Amazon Personalize,,,,,
examtopics,CLF-01,290,A company has a set of databases that are stored on premises. The company wants to bring its existing Microsoft SQL Server licenses when the company moves the databases to run on Amazon EC2 instances.Which EC2 instance purchasing option should the company use to meet these requirements?,C,A,Dedicated Instances,Reserved Instances,Dedicated Hosts,Spot Instances,,,,,
examtopics,CLF-01,291,Which of the following is a way to use Amazon EC2 Auto Scaling groups to scale capacity in the AWS Cloud?,A,A,"Scale the number of EC2 instances in or out automatically, based on demand.",Use serverless EC2 instances.,"Scale the size of EC2 instances up or down automatically, based on demand.",Transfer unused CPU resources between EC2 instances.,,,,,
examtopics,CLF-01,292,"A company discovered unauthorized access to resources in its on-premises data center. Upon investigation, the company found that the requests originated from a resource hosted on AWS.Which AWS team should the company contact to report this issue?",C,C,AWS Customer Service team,AWS Sales team,AWS Abuse team,AWS Technical Support team,,,,,
examtopics,CLF-01,293,Which of the following are aspects of the AWS shared responsibility model? (Choose two.),BC,BC,Configuration management of infrastructure devices is the customer's responsibility.,"For Amazon S3, AWS operates the infrastructure layer, the operating systems, and the platforms.",AWS is responsible for protecting the physical cloud infrastructure.,AWS is responsible for training the customer's employees on AWS products and services.,"For Amazon EC2, AWS is responsible for maintaining the guest operating system.",,,,
examtopics,CLF-01,294,"A company needs real-time guidance to follow AWS best practices to save money, improve system performance, and close security gaps.Which AWS service should the company use?",B,B,Amazon GuardDuty,AWS Trusted Advisor,AWS Management Console,AWS Systems Manager,,,,,
examtopics,CLF-01,295,A company wants to organize its users so that the company can grant permissions to the users as a group.Which AWS service or tool can the company use to meet this requirement?,B,B,Security groups,AWS Identity and Access Management (IAM),Resource groups,AWS Security Hub,,,,,
examtopics,CLF-01,296,"A company runs applications that process credit card information. Auditors have asked if the AWS environment has changed since the previous audit. If the AWS environment has changed, the auditors want to know how it has changed.Which AWS services can provide this information? (Choose two.)",CD,CD,AWS Artifact,AWS Trusted Advisor,AWS Config,AWS CloudTrail,AWS Identity and Access Management (IAM),,,,
examtopics,CLF-01,297,"A company wants to use a template to reliably provision, manage, and update its infrastructure in the AWS Cloud.Which AWS service will meet these requirements?",B,B,AWS Lambda,AWS CloudFormation,AWS Fargate,AWS CodeDeploy,,,,,
examtopics,CLF-01,298,A company is reviewing the current costs of running its own infrastructure on premises. The company wants to compare these on-premises costs to the costs of running infrastructure in the AWS Cloud.How should the company make this comparison?,D,D,Review the AWS shared responsibility model.,Audit existing software and hardware licensing costs.,Analyze the AWS Well-Architected Framework.,Use Migration Evaluator.,,,,,
examtopics,CLF-01,299,"A company needs a low-code, visual workflow service that developers can use to build distributed applications.Which AWS service is designed to meet these requirements?",A,A,AWS Step Functions,AWS Config,AWS Lambda,Amazon CloudWatch,,,,,
examtopics,CLF-01,300,A company wants to accelerate migration from its data center to the AWS Cloud.Which combination of AWS services should the company use to meet this requirement? (Choose two.),BC,BC,Amazon Connect,AWS Direct Connect,AWS Server Migration Service (AWS SMS),Amazon Route 53,AWS Organizations,,,,
examtopics,CLF-01,301,What should a user do if the user loses an IAM secret access key?,C,B,Retrieve the secret access key by using the IAM console.,Create a new user with a new access key and a new secret access key.,Rotate the secret access key.,Request a new secret access key from AWS Support.,,,,,
examtopics,CLF-01,302,"A company wants to deploy a Docker application to the AWS Cloud. However, the company does not want to manage the underlying servers.Which combination of AWS services should the company use to meet these requirements? (Choose two.)",CE,CE,Amazon EC2,Amazon EC2 Auto Scaling,AWS Elastic Beanstalk,Amazon CloudFront,AWS Fargate,,,,
examtopics,CLF-01,303,A company needs to transfer 60 TB of data to the AWS Cloud in a secure manner.Which of the following should the company use to meet these requirements?,A,A,AWS Snowball Edge device,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon S3,,,,,
examtopics,CLF-01,304,A gaming company wants to move its on-premises environment to AWS. The company needs its resources to be highly available.Which benefit does the AWS Cloud provide to meet this requirement?,A,A,Reliability,The AWS shared responsibility model,Security,Agility,,,,,
examtopics,CLF-01,305,An ecommerce company has been monitoring usage of its online store that is hosted on a fleet of Amazon EC2 instances. Surges in traffic occur every weekend day at the same time and last for approximately 4 hours.Which AWS service should the company use to ensure that there are enough instances to meet the surges in demand?,D,D,AWS Lambda,Amazon EventBridge (Amazon CloudWatch Events),Elastic Load Balancing (ELB),Amazon EC2 Auto Scaling,,,,,
examtopics,CLF-01,306,"A company needs stateless network filtering for its VPC.Which AWS service, tool, or feature will meet this requirement?",C,C,AWS PrivateLink,Security group,Network access control list (ACL),AWS WAF,,,,,
examtopics,CLF-01,307,A company needs to audit its AWS resources. The company must document any changes that have been made to the resources.Which AWS service will meet these requirements?,B,B,AWS Artifact,AWS Config,Amazon Inspector,Amazon CloudWatch,,,,,
examtopics,CLF-01,308,"A company needs fully managed, highly reliable, and scalable file storage that is accessible over the Server Message Block (SMB) protocol.Which AWS service will meet these requirements?",C,C,Amazon S3,Amazon Elastic File System (Amazon EFS),Amazon FSx for Windows File Server,Amazon Elastic Block Store (Amazon EBS),,,,,
examtopics,CLF-01,309,Which AWS service should a company use to create a NoSQL database?,B,B,Amazon Aurora,Amazon DynamoDB,Amazon Redshift,Amazon Neptune,,,,,
examtopics,CLF-01,310,"A company is migrating to the AWS Cloud. The company requires consultative review and guidance for its applications during the migration. After the migration is complete, the company requires a response within 30 minutes if business-critical systems go down.Which AWS Support plans meet these requirements? (Choose two.)",AB,AB,AWS Enterprise Support,AWS Enterprise On-Ramp Support,AWS Developer Support,AWS Basic Support,AWS Business Support,,,,
examtopics,CLF-01,311,A company needs an AWS Support plan that provides programmatic case management through the AWS Support API.Which support plan will meet this requirement MOST cost-effectively?,A,A,AWS Business Support,AWS Basic Support,AWS Developer Support,AWS Enterprise Support,,,,,
examtopics,CLF-01,312,A company that operates in the AWS Cloud wants to test workloads and team responses to simulated events. The company will conduct an exercise to identify potential issues that need to be addressed.Which design principle of the AWS Well-Architected Framework does this exercise represent?,A,A,Anticipate failure.,Automatically recover from failure.,Measure overall cost efficiency.,Implement loosely coupled dependencies.,,,,,
examtopics,CLF-01,313,Which AWS services provide high availability across multiple Availability Zones by default? (Choose two.),ACE,CE,Amazon EC2,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon Redshift,Amazon S3,,,,
examtopics,CLF-01,314,A company needs to perform queries and interactively search and analyze log data.Which AWS service or feature will meet this requirement?,C,C,Amazon EventBridge (Amazon CloudWatch Events),Amazon CloudWatch anomaly detection,Amazon CloudWatch Logs Insights,Amazon CloudWatch Logs streams,,,,,
examtopics,CLF-01,315,A company has an on-premises Oracle database. The company spends a significant amount of time on database administration activities. The company is moving the database to AWS and needs to minimize the time that is required for those administration activitiesWhich AWS service should the company use to meet this requirement?,C,D,Amazon ElastiCache,Amazon EC2,Amazon RDS,Amazon DynamoDB,,,,,
examtopics,CLF-01,316,A company is running an Amazon EC2 instance in a VPC.Which of the following can the company use to route and filter incoming network requests for the EC2 instance?,B,B,Route tables and web application firewalls,Security groups and route tables,Security groups and a network intrusion system,Route tables and AWS Shield,,,,,
examtopics,CLF-01,317,"A company plans to migrate its custom marketing application and order-processing application to AWS. The company needs to deploy the applications on different types of instances with various configurations of CPU, memory, storage, and networking capacity.Which AWS service should the company use to meet these requirements?",D,D,AWS Lambda,Amazon Cognito,Amazon Athena,Amazon EC2,,,,,
examtopics,CLF-01,318,A company wants to set up a Domain Name System (DNS) record for its application with a failover routing policy that is based on health checks.Which AWS service or resource should the company use to achieve this goal?,C,C,Amazon Connect,Application Load Balancer,Amazon Route 53,AWS WAF,,,,,
examtopics,CLF-01,319,Which of the following are AWS best practice recommendations for the use of AWS Identity and Access Management (IAM)? (Choose two.),CE,BE,Use the AWS account root user tor daily access.,Use access keys and secret access keys on Amazon EC2.,Rotate credentials on a regular basis.,Create a shared set of access keys for system administrators.,Configure multi-factor authentication (MFA).,,,,
examtopics,CLF-01,320,"A company needs to store code in a version control system. The company also needs to continually deploy updated code through a series of automated steps (build, test, package, and deploy).Which combination of AWS services will meet these requirements? (Choose two.)",BE,BE,AWS CloudFormation,AWS CodeCommit,AWS Control Tower,AWS Elastic Beanstalk,AWS CodePipoline,,,,
examtopics,CLF-01,321,An ecommerce company has deployed a new web application on Amazon EC2 instances. The company wants to distribute incoming HTTP traffic evenly across all running instances.Which AWS service or resource will meet this requirement?,B,B,Amazon EC2 Auto Scaling,Application Load Balancer,Gateway Load Balancer,Network Load Balancer,,,,,
examtopics,CLF-01,322,Which of the following are advantages of moving from on premises to the AWS Cloud? (Choose two.),BC,CB,Trade variable expenses for capital expenses.,Eliminate costs related to running and maintaining data centers.,Benefit from massive economies of scale.,Eliminate the need to tram IT staff.,Gam the ability to reserve capacity for 7 years or more.,,,,
examtopics,CLF-01,323,A company is using an Amazon RDS database to run reports that are input/output (I/O) intensive.Which AWS service can be used to improve the database performance?,C,C,Amazon DynamoDB Accelerator (DAX),Amazon EMR,Amazon ElastiCache,Amazon Redshift,,,,,
examtopics,CLF-01,324,Which AWS service provides automated backups of data by default?,B,B,Amazon S3,Amazon Aurora,Amazon ElastiCache for Memcached,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,325,Which AWS service is a fully hosted version control service?,A,A,AWS CodeCommit,AWS CodeBuild,AWS CodeDeploy,AWS CodeStar,,,,,
examtopics,CLF-01,326,"A company is using Amazon RDS.Which task is the company's responsibility, according to the AWS shared responsibility model?",A,A,Apply encryption options for the database.,Manage the underlying server hardware on which Amazon RDS runs.,Apply patches to the underlying operating system.,Apply minor patches to the database.,,,,,
examtopics,CLF-01,327,A company recently created its first AWS account.Which AWS services will require the use of a VPC? (Choose two.),EB,EB,Amazon S3,Amazon Elastic File System (Amazon EFS),Amazon Cognito,Amazon DynamoDB,Amazon EC2,,,,
examtopics,CLF-01,328,A user has an AWS account with a Business-level AWS Support plan and needs assistance with handling a production service disruption.Which action should the user take?,D,D,Contact the dedicated AWS technical account manager (TAM).,Contact the dedicated AWS Concierge Support team.,Open a business-critical system down support case.,Open a production system down support case.,,,,,
examtopics,CLF-01,329,"A company is using Amazon EC2 instances.Which tasks are the company's responsibility, according to the AWS shared responsibility model? (Choose two.)",BC,BC,Maintain the network infrastructure.,Patch the guest operating system.,Configure a security group on deployed EC2 instances.,Provide physical security for the underlying hardware of the EC2 instances.,Manage the underlying hypervisor.,,,,
examtopics,CLF-01,330,Which of the following does Amazon CloudFront use to distribute content to users around the world?,C,C,Amazon VPC,AWS Local Zones,Edge locations,Availability Zones,,,,,
examtopics,CLF-01,331,Which pillar of the AWS Well-Architected Framework includes the continual improvement of processes and procedures as a priority?,D,D,Cost optimization,Reliability,Performance efficiency,Operational excellence,,,,,
examtopics,CLF-01,332,Which of the following consists of one or more isolated data centers in the same regional area that are interconnected through low-latency networks?,A,A,Availability Zone,Edge location,AWS Region,Private networking,,,,,
examtopics,CLF-01,333,Which AWS service or resource helps on-premises applications connect to AWS Cloud-based storage and caches the data locally for low-latency access?,B,B,AWS Direct Connect,AWS Storage Gateway,Amazon S3,AWS Snowball Edge,,,,,
examtopics,CLF-01,334,Which AWS service or feature enables users to get one bill and easily track charges for multiple AWS accounts?,A,A,AWS Organizations,Cost Explorer,AWS Trusted Advisor,AWS Management Console,,,,,
examtopics,CLF-01,335,A company has a global website with static content.Which AWS service will deliver the static content with low latency?,B,B,AWS Lambda,Amazon CloudFront,Amazon EC2 Auto Scaling,AWS Compute Optimizer,,,,,
examtopics,CLF-01,336,Which AWS service provides alerts when an AWS event may impact a company's AWS resources?,A,A,AWS Personal Health Dashboard,AWS Service Health Dashboard,AWS Trusted Advisor,AWS Infrastructure Event Management,,,,,
examtopics,CLF-01,337,A company manages an on-premises MySQL database on a Windows server. The company wants to migrate the database to AWS and needs a solution that will reduce the administrative overhead of the database.Which AWS service will meet this requirement?,C,C,Amazon Redshift,Amazon ElastiCache,Amazon RDS,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,338,"Which AWS service can be used to provide an on-demand, cloud-based contact center?",B,A,AWS Direct Connect,Amazon Connect,AWS Support Center,AWS Managed Services,,,,,
examtopics,CLF-01,339,"Which benefit of cloud computing gives a company the ability to deploy applications to users all over the world through a network of AWS Regions, Availability Zones, and edge locations?",B,D,Economy of scale,Global reach,Agility,High availability,,,,,
examtopics,CLF-01,340,Which AWS service is a relational database compatible with MySQL and PostgreSQL?,C,C,Amazon Redshift,Amazon DynamoDB,Amazon Aurora,Amazon Neptune,,,,,
examtopics,CLF-01,341,"A company uses a database that has a simple sign-up page to create users, and a basic login form to authenticate users so they can access the database. The company wants to give users the ability to store personal information, but user access must be controlled in a more secure and reliable way.Which AWS service or feature will meet these requirements?",D,D,Security groups,Amazon GuardDuty,AWS Secrets Manager,Amazon Cognito,,,,,
examtopics,CLF-01,342,A company is running multiple workloads in the AWS Cloud and recently began investigating ways to reduce costs. The company is already running fault-tolerant workloads on Amazon EC2 that perform periodic checkpoints in case of an outage.Which AWS service or pricing model can provide the GREATEST cost savings?,C,A,Capacity Reservations,Amazon Lightsail,Spot Instances,Dedicated Hosts,,,,,
examtopics,CLF-01,343,A company is undergoing a security audit. The audit includes security validation and compliance validation of the AWS infrastructure and services that the company uses. The auditor needs to locate compliance-related information and must download AWS security and compliance documents. These documents include the System and Organization Control (SOC) reports.Which AWS service or group can provide these documents?,B,B,AWS Abuse team,AWS Artifact,AWS Support,AWS Config,,,,,
examtopics,CLF-01,344,Which of the following are design principles of the reliability pillar of the AWS Well-Architected Framework? (Choose two.),BE,BE,Perform operations as code.,Stop guessing capacity.,Adopt serverless architecture whenever possible.,Use build and deployment management systems.,Make changes to infrastructure by using automation.,,,,
examtopics,CLF-01,345,A company needs to perform data processing once a week that typically takes about 5 hours to complete.Which AWS service should the company use for this workload?,B,A,AWS Lambda,Amazon EC2,AWS CodeDeploy,AWS Wavelength,,,,,
examtopics,CLF-01,346,A company is developing a new web application. The company must give users the ability to log in to the application through social identity providers.Which AWS service will meet these requirements?,B,A,AWS Directory Service,Amazon Cognito,AWS Identity and Access Management (IAM),AWS Single Sign-On,,,,,
examtopics,CLF-01,347,"According to the AWS shared responsibility model, which activities are the customer's responsibility for security in the AWS Cloud? (Choose two.)",BC,BC,Hardware maintenance,Amazon EC2 operating system patching,API access control for AWS resources,Configuration management of infrastructure devices,Maintenance of an Availability Zone,,,,
examtopics,CLF-01,348,Which service is an AWS in-memory data store service?,D,D,Amazon Aurora,Amazon RDS,Amazon DynamoDB,Amazon ElastiCache,,,,,
examtopics,CLF-01,349,Which duty is a responsibility of AWS under the AWS shared responsibility model?,D,D,Identity and access management,Server-side encryption (SSE),Firewall configuration,Maintaining physical hardware,,,,,
examtopics,CLF-01,350,Which guidelines are key AWS architectural design principles? (Choose two.),BD,BD,Design for fixed resources.,Build scalable architectures.,Use tightly coupled components.,Use managed services when possible.,Design for human interaction.,,,,
examtopics,CLF-01,351,"A company is planning to build a workload in the AWS Cloud. The company needs to estimate the costs of the network, compute, storage, and database for the workload.Which AWS service or tool should the company use to generate this estimate?",D,D,AWS Budgets,AWS Organizations,Cost Explorer,AWS Pricing Calculator,,,,,
