exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,ko_G,subject,choice_count,ko_F
udemy,DVA-02,166,"A developer needs to configure the environment name, solution stack, and environment links of his application environment which will be hosted in Elastic Beanstalk. Which configuration file should the developer add in the source bundle to meet the above requirement?",A,A,env.yaml,env.config,cron.yaml,Dockerrun.aws.json,,,,"개발자는 Elastic Beanstalk에서 호스팅할 애플리케이션 환경의 환경 이름, 솔루션 스택, 환경 링크를 구성해야 합니다. 위 요구 사항을 충족하려면 개발자가 소스 번들에 어떤 구성 파일을 추가해야 합니까?",env.yaml,env.config,cron.yaml,Dockerrun.aws.json,,,0,,
udemy,DVA-02,167,"A data analytics company has installed sensors to track the number of people that goes to the mall. The data sets are collected in real-time by an Amazon Kinesis Data Stream which has a consumer that is configured to process data every other day and store the results to S3. Your team noticed that your S3 bucket is only receiving half of the data that is being sent to the Kinesis stream but after checking, you have verified that the sensors are properly sending the data to Amazon Kinesis in real-time without any issues. Which of the following is the MOST likely root cause of this issue?",D,D,The sensors are having intermittent connection issues.,The Amazon Kinesis Data Stream automatically deletes duplicate data.,The Amazon Kinesis Data Stream has too many open shards.,"By default, the data records are only accessible for 24 hours from the time they are added to a Kinesis stream.",,,,한 데이터 분석 회사는 쇼핑몰에 가는 사람들의 수를 추적하기 위해 센서를 설치했습니다. 데이터 세트는 매일 데이터를 처리하고 결과를 S3에 저장하도록 구성된 소비자가 있는 Amazon Kinesis Data Stream에 의해 실시간으로 수집됩니다. 팀에서는 S3 버킷이 Kinesis 스트림으로 전송되는 데이터의 절반만 수신하고 있음을 확인했지만 확인 후 센서가 문제 없이 실시간으로 Amazon Kinesis에 데이터를 올바르게 전송하고 있음을 확인했습니다.다음 중 이 문제의 근본 원인일 가능성이 가장 높은 것은 무엇입니까?,센서에 간헐적으로 연결 문제가 있습니다.,Amazon Kinesis Data Stream은 중복 데이터를 자동으로 삭제합니다.,Amazon Kinesis Data Stream에 열려 있는 샤드가 너무 많습니다.,기본적으로 데이터 레코드는 Kinesis 스트림에 추가된 시점부터 24시간 동안만 액세스할 수 있습니다.,,,0,,
udemy,DVA-02,168,"Your team is developing a new feature on your application which is already hosted in Elastic Beanstalk. After several weeks, the new version of the application is ready to be deployed and you were instructed to handle the deployment. What is the correct way to deploy the new version to Elastic Beanstalk via the CLI?",A,A,Package your application as a zip file and deploy it using the eb deploy command.,Package your application as a zip file and deploy it using the aws elasticbeanstalk update-application command.,Package your application as a tar file and deploy it using the aws elasticbeanstalk update-application command.,Package your application as a tar file and deploy it using the eb deploy command.,,,,귀하의 팀은 이미 Elastic Beanstalk에서 호스팅되는 애플리케이션의 새로운 기능을 개발하고 있습니다. 몇 주 후에 애플리케이션의 새 버전을 배포할 준비가 되었으며 배포를 처리하라는 지시를 받았습니다.CLI를 통해 Elastic Beanstalk에 새 버전을 배포하는 올바른 방법은 무엇입니까?,애플리케이션을 zip파일로 패키징하고 eb deploy명령을 사용하여 배포합니다.,애플리케이션을 zip파일로 패키징하고 aws elasticbeanstalk update-application명령을 사용하여 배포합니다.,애플리케이션을 tar파일로 패키징하고 aws elasticbeanstalk update-application명령을 사용하여 배포합니다.,애플리케이션을 tar파일로 패키징하고 eb deploy명령을 사용하여 배포합니다.,,,0,,
udemy,DVA-02,169,"You are planning to create a DynamoDB table for your employee profile website. This will be used by the Human Resources department to easily view details about each employee. When choosing the partition key of the table, which of the following is the BEST attribute to use?",B,B,position_id because this will help sort the records per department.,employee_id because each employee ID is unique.,employee_name because this will speed up searching of records.,department_id since employees will fall in these departments.,,,,직원 프로필 웹 사이트용 DynamoDB 테이블을 생성할 계획입니다. 이는 인사부에서 각 직원에 대한 세부 정보를 쉽게 확인하는 데 사용됩니다.테이블의 파티션 키를 선택할 때 다음 중 가장 적합한 속성은 무엇입니까?,position_id부서별로 기록을 정리하는 데 도움이 되기 때문입니다.,employee_id각 직원 ID는 고유하기 때문입니다.,employee_name이렇게 하면 기록 검색 속도가 빨라지기 때문입니다.,department_id왜냐하면 직원들이 이 부서에 속하기 때문입니다.,,,0,,
udemy,DVA-02,170,You are developing a serverless application in AWS composed of several Lambda functions and a DynamoDB database. The requirement is to process the requests asynchronously.Which of the following is the MOST suitable way to accomplish this?,C,C,Use the InvokeAsync API to call the Lambda function and set the invocation type request parameter to Event.,Use the InvokeAsync API to call the Lambda function and set the invocation type request parameter to RequestResponse.,Use the Invoke API to call the Lambda function and set the invocation type request parameter to Event.,Use the Invoke API to call the Lambda function and set the invocation type request parameter to RequestResponse.,,,,귀하는 AWS에서 여러 Lambda 함수와 DynamoDB 데이터베이스로 구성된 서버리스 애플리케이션을 개발하고 있습니다. 요구 사항은 요청을 비동기적으로 처리하는 것입니다.다음 중 이를 달성하는 가장 적합한 방법은 무엇입니까?,API를 사용하여 InvokeAsyncLambda 함수를 호출하고 호출 유형 요청 매개변수를 로 설정합니다 Event.,API를 사용하여 InvokeAsyncLambda 함수를 호출하고 호출 유형 요청 매개변수를 로 설정합니다 RequestResponse.,API를 사용하여 InvokeLambda 함수를 호출하고 호출 유형 요청 매개변수를 로 설정합니다 Event.,API를 사용하여 InvokeLambda 함수를 호출하고 호출 유형 요청 매개변수를 로 설정합니다 RequestResponse.,,,0,,
udemy,DVA-02,171,"You recently deployed an application to a newly created AWS account, which uses two identical Lambda functions to process ad-hoc requests. The first function processes incoming requests efficiently but the second one has a longer processing time even though both of the functions have exactly the same code. Based on your monitoring, the Throttles metric of the second function is greater than the first one in Amazon CloudWatch. Which of the following are possible solutions that you can implement to fix this issue? (Select TWO.)",CD,CD,Configure the second function to use an unreserved account concurrency.,Set the concurrency execution limit of the second function to 0.,Decrease the concurrency execution limit of the first function.,Set the concurrency execution limit of both functions to 450.,Set the concurrency execution limit of both functions to 500.,,,최근에 두 개의 동일한 Lambda 함수를 사용하여 임시 요청을 처리하는 새로 생성된 AWS 계정에 애플리케이션을 배포했습니다. 첫 번째 함수는 들어오는 요청을 효율적으로 처리하지만 두 번째 함수는 두 함수가 정확히 동일한 코드를 가지고 있음에도 불구하고 처리 시간이 더 깁니다. 모니터링에 따르면 Throttles두 번째 함수의 지표는 Amazon CloudWatch의 첫 번째 함수보다 큽니다.다음 중 이 문제를 해결하기 위해 구현할 수 있는 솔루션은 무엇입니까? (2개를 선택하세요.),예약되지 않은 계정 동시성을 사용하도록 두 번째 기능을 구성합니다.,두 번째 함수의 동시 실행 제한을 0으로 설정합니다.,첫 번째 함수의 동시 실행 제한을 줄입니다.,두 함수의 동시 실행 제한을 450으로 설정합니다.,두 함수의 동시 실행 제한을 500으로 설정합니다.,,0,,
udemy,DVA-02,172,A Docker application hosted on an ECS cluster has encountered intermittent unavailability issues and timeouts. The lead DevOps engineer instructed you to instrument the application to detect where high latencies are occurring and to determine the specific services and paths impacting application performance.Which of the following steps should you take to accomplish this task properly? (Select TWO.),BC,BC,Manually install the X-Ray daemon to the instances via a user data script.,"Create a Docker image that runs the X-Ray daemon, upload it to a Docker image repository, and then deploy it to your Amazon ECS cluster.",Configure the port mappings and network mode settings in your task definition file to allow traffic on UDP port 2000.,Configure the port mappings and network mode settings in the container agent to allow traffic on TCP port 2000.,Add the xray-daemon.config configuration file in your Docker image.,,,ECS 클러스터에 호스팅된 Docker 애플리케이션에서 간헐적인 가용성 문제 및 시간 초과가 발생했습니다. 수석 DevOps 엔지니어는 애플리케이션을 계측하여 높은 대기 시간이 발생하는 위치를 감지하고 애플리케이션 성능에 영향을 미치는 특정 서비스 및 경로를 결정하도록 지시했습니다.이 작업을 올바르게 수행하려면 다음 중 어떤 단계를 수행해야 합니까? (2개를 선택하세요.),사용자 데이터 스크립트를 통해 X-Ray 데몬을 인스턴스에 수동으로 설치합니다.,X-Ray 데몬을 실행하는 Docker 이미지를 생성하여 Docker 이미지 리포지토리에 업로드한 다음 Amazon ECS 클러스터에 배포합니다.,UDP 포트 2000에서 트래픽을 허용하도록 작업 정의 파일에서 포트 매핑 및 네트워크 모드 설정을 구성합니다.,TCP 포트 2000에서 트래픽을 허용하도록 컨테이너 에이전트에서 포트 매핑 및 네트워크 모드 설정을 구성합니다.,xray-daemon.configDocker 이미지에 구성 파일을 추가합니다 .,,0,,
udemy,DVA-02,173,You are working for a startup that recently decided to host their web applications to AWS. All of the source code of their applications are hosted in Github and they are planning to migrate them all to CodeCommit. Which of the following BEST describes the process of migrating an existing Git repository to a CodeCommit repository?,A,A,Create a new CodeCommit repository. Clone your existing Git repository and then push its contents to the newly created CodeCommit repository.,Create a new Git repository. Clone your existing CodeCommit repository and then pull its contents to the newly created Git repository.,Create a new CodeCommit repository. Clone your existing Git repository and then pull its contents to the newly created CodeCommit repository.,Create a new Git repository. Clone your existing CodeCommit repository and then push its contents to the newly created Git repository.,,,,귀하는 최근 웹 애플리케이션을 AWS에 호스팅하기로 결정한 스타트업에서 일하고 있습니다. 애플리케이션의 모든 소스 코드는 Github에서 호스팅되며 모두 CodeCommit으로 마이그레이션할 계획입니다.다음 중 기존 Git 리포지토리를 CodeCommit 리포지토리로 마이그레이션하는 프로세스를 가장 잘 설명한 것은 무엇입니까?,새 CodeCommit 리포지토리를 생성합니다. 기존 Git 리포지토리를 복제한 다음 해당 콘텐츠를 새로 생성된 CodeCommit 리포지토리에 푸시합니다.,새로운 Git 저장소를 생성합니다. 기존 CodeCommit 리포지토리를 복제한 다음 해당 콘텐츠를 새로 생성된 Git 리포지토리로 가져옵니다.,새 CodeCommit 리포지토리를 생성합니다. 기존 Git 리포지토리를 복제한 다음 해당 콘텐츠를 새로 생성된 CodeCommit 리포지토리로 가져옵니다.,새로운 Git 저장소를 생성합니다. 기존 CodeCommit 리포지토리를 복제한 다음 해당 콘텐츠를 새로 생성된 Git 리포지토리에 푸시합니다.,,,0,,
udemy,DVA-02,174,"A write-heavy data analytics application is using DynamoDB database which has global secondary index. Whenever the application is performing heavy write activities on the table, the DynamoDB requests return a ProvisionedThroughputExceededException.  Which of the following is the MOST likely cause of this issue?",C,C,The rate of requests exceeds the allowed throughput.,The provisioned throughput exceeds the current throughput limit for your account.,The provisioned write capacity for the global secondary index is less than the write capacity of the base table.,The provisioned write capacity for the global secondary index is greater than the write capacity of the base table.,,,,쓰기가 많은 데이터 분석 애플리케이션은 글로벌 보조 인덱스가 있는 DynamoDB 데이터베이스를 사용하고 있습니다. 애플리케이션이 테이블에 대해 과도한 쓰기 활동을 수행할 때마다 DynamoDB 요청은 ProvisionedThroughputExceededException.  다음 중 이 문제의 가장 큰 원인은 무엇입니까?,요청 비율이 허용된 처리량을 초과합니다.,프로비저닝된 처리량이 계정의 현재 처리량 한도를 초과합니다.,글로벌 보조 인덱스에 대해 프로비저닝된 쓰기 용량은 기본 테이블의 쓰기 용량보다 작습니다.,글로벌 보조 인덱스에 대해 프로비저닝된 쓰기 용량은 기본 테이블의 쓰기 용량보다 큽니다.,,,0,,
udemy,DVA-02,175,A developer is creating a real-time auction app for second-hand cars using Kinesis Data Streams to ingest bids. The auction rules are as follows:A bid must be processed only onceAn EC2 instance consumer must process bids in the same order they were received.Which solution will meet the requirement?,D,D,Replace the stream with an SQS FIFO queue and use the SendMessageBatch API to write bids. Provide a unique id in the MessageDeduplicationId parameter for each bid request.,Embed a unique ID in each bid record. Use Kinesis PutRecords API to write bids. Assign a timestamp-based value for the PartitionKey parameter.,Replace the stream with an SQS FIFO queue and use the SendMessage API to write bids. Provide a unique id in the MessageDeduplicationId parameter for each bid request.,Embed a unique ID in each bid record. Use Kinesis PutRecord API to write bids. Assign a timestamp-based value for the SequenceNumberForOrdering parameter.,,,,개발자는 Kinesis Data Streams를 사용하여 입찰을 수집하는 중고차용 실시간 경매 앱을 만들고 있습니다. 경매규칙은 다음과 같습니다.입찰은 한 번만 처리되어야 합니다.EC2 인스턴스 소비자는 입찰을 받은 순서대로 처리해야 합니다.어떤 솔루션이 요구 사항을 충족합니까?,스트림을 SQS FIFO 대기열로 바꾸고 SendMessageBatchAPI를 사용하여 입찰을 작성합니다. 각 입찰 요청에 대한 매개변수 에 고유 ID를 제공하세요 MessageDeduplicationId.,각 입찰 기록에 고유 ID를 삽입합니다. Kinesis PutRecordsAPI를 사용하여 입찰을 작성합니다. 매개변수 에 타임스탬프 기반 값을 할당합니다 PartitionKey.,스트림을 SQS FIFO 대기열로 바꾸고 SendMessageAPI를 사용하여 입찰을 작성합니다. 각 입찰 요청에 대한 매개변수 에 고유 ID를 제공하세요 MessageDeduplicationId.,각 입찰 기록에 고유 ID를 삽입합니다. Kinesis PutRecordAPI를 사용하여 입찰을 작성합니다. 매개변수 에 타임스탬프 기반 값을 할당합니다 SequenceNumberForOrdering.,,,0,,
udemy,DVA-02,176,"An application is sending thousands of log files to an S3 bucket everyday. The request to retrieve the list of objects using the AWS CLI aws s3api list-objects command is timing out due to the high volume of data being fetched. In order to rectify this issue, you have to use pagination to control the number of results returned on your request. Which of the following parameters should you include in CLI command for this scenario? (Select TWO.)",BD,BD,--exclude,--max-items,--summarize,--page-size,--size-only,,,애플리케이션은 매일 수천 개의 로그 파일을 S3 버킷으로 보냅니다. aws s3api list-objects가져 오는 데이터 양이 많아 AWS CLI 명령을 사용하여 객체 목록을 검색하는 요청이 시간 초과되었습니다. 이 문제를 해결하려면 페이지 매김을 사용하여 요청 시 반환되는 결과 수를 제어해야 합니다.이 시나리오에서는 다음 중 어떤 매개변수를 CLI 명령에 포함해야 합니까? (2개를 선택하세요.),--exclude,--max-items,--summarize,--page-size,--size-only,,0,,
udemy,DVA-02,177,"An application is hosted in Elastic Beanstalk, which is currently running in Java 7 runtime environment. A new version of the application is ready to be deployed, and the developer was tasked to upgrade the platform to Java 8 to accommodate the changes. All user traffic must be immediately directed to the new version. If problems arise, the developer should be able to quickly revert to the previous version.Which of the following is the MOST appropriate action that the developer should do to upgrade the platform?",C,C,Manually upgrade the Java runtime environment of the EC2 instances in the Elastic Beanstalk environment.,Update the environment's platform version to Java 8.,Perform a Blue/Green Deployment.,Perform a Traffic splitting deployment.,,,,현재 Java 7 런타임 환경에서 실행 중인 Elastic Beanstalk에 애플리케이션이 호스팅됩니다. 새 버전의 애플리케이션을 배포할 준비가 되었으며 개발자는 변경 사항을 수용하기 위해 플랫폼을 Java 8로 업그레이드해야 했습니다. 모든 사용자 트래픽은 즉시 새 버전으로 전달되어야 합니다. 문제가 발생하면 개발자는 신속하게 이전 버전으로 되돌릴 수 있어야 합니다.다음 중 개발자가 플랫폼을 업그레이드하기 위해 수행해야 하는 가장 적절한 조치는 무엇입니까?,Elastic Beanstalk 환경에서 EC2 인스턴스의 Java 런타임 환경을 수동으로 업그레이드합니다.,환경의 플랫폼 버전을 Java 8로 업데이트합니다.,블루/그린 배포를 수행합니다.,트래픽 분할 배포를 수행합니다.,,,0,,
udemy,DVA-02,178,A developer is building a prototype microservices that are running as tasks in an Amazon ECS Cluster. His manager instructed him to define a task placement strategy which needs to be both cost and resource efficient. The task placement should minimize the number of instances in use which will keep the cost down since high availability is not much of a concern for this prototype. What should the developer implement to meet the above requirements?,D,D,"Distribute tasks evenly across Availability Zones, and then re-distribute the tasks among EC2 instances based on the least available amount of CPU/memory within each Availability Zone.",Distribute tasks evenly across all available EC2 instances using the spread task placement strategy.,Place tasks randomly using the random task placement strategy.,Distribute tasks among all registered EC2 instances based on the least available amount of CPU or memory using the binpack task placement strategy.,,,,개발자가 Amazon ECS 클러스터에서 작업으로 실행되는 프로토타입 마이크로서비스를 구축하고 있습니다. 그의 관리자는 그에게 비용과 자원 효율성이 모두 필요한 작업 배치 전략을 정의하라고 지시했습니다. 작업 배치는 사용 중인 인스턴스 수를 최소화하여 이 프로토타입에서는 고가용성이 그다지 중요하지 않기 때문에 비용을 절감해야 합니다.위의 요구 사항을 충족하려면 개발자가 무엇을 구현해야 합니까?,가용 영역 전체에 작업을 균등하게 배포한 다음 각 가용 영역 내에서 사용 가능한 최소 CPU/메모리 양을 기준으로 EC2 인스턴스 간에 작업을 다시 배포합니다.,작업 배치 전략을 사용하여 사용 가능한 모든 EC2 인스턴스에 작업을 균등하게 배포합니다 spread.,작업 배치 전략을 사용하여 작업을 무작위로 배치합니다 random.,binpack작업 배치 전략을 사용하여 사용 가능한 최소 CPU 또는 메모리 양을 기준으로 등록된 모든 EC2 인스턴스에 작업을 배포합니다 .,,,0,,
udemy,DVA-02,179,"An online magazine is deployed in AWS and uses an Application Load Balancer, an Auto Scaling group of EC2 instances, and an RDS MySQL Database. Some of the readers are complaining about the website's sluggish performance when loading the articles. Upon checking, there is a high number of read operations in the database, which affects the website's performance.Which of the following actions should you take to resolve the issue with minimal code change?",A,A,Create an RDS Read Replica instance and configure the application to use this for read queries.,Launch a large ElastiCache Cluster as a database cache for RDS and apply the required code change.,Set up a multi-AZ deployments configuration in RDS.,Upgrade the EC2 instances to a higher instance type.,,,,"온라인 매거진은 AWS에 배포되며 Application Load Balancer, EC2 인스턴스의 Auto Scaling 그룹 및 RDS MySQL 데이터베이스를 사용합니다. 일부 독자들은 기사를 로드할 때 웹사이트의 느린 성능에 대해 불평하고 있습니다. 확인 결과, 데이터베이스에 읽기 작업 수가 많아 웹사이트 성능에 영향을 미치는 것으로 나타났습니다.최소한의 코드 변경으로 문제를 해결하려면 다음 중 어떤 조치를 취해야 합니까?",RDS 읽기 전용 복제본 인스턴스를 생성하고 이를 읽기 쿼리에 사용하도록 애플리케이션을 구성합니다.,대규모 ElastiCache 클러스터를 RDS용 데이터베이스 캐시로 시작하고 필요한 코드 변경 사항을 적용합니다.,RDS에서 다중 AZ 배포 구성을 설정합니다.,EC2 인스턴스를 더 높은 인스턴스 유형으로 업그레이드합니다.,,,0,,
udemy,DVA-02,180,A tech company has a real-time traffic monitoring system which uses Amazon Kinesis Data Stream to collect data and a group of EC2 instances that consume and process the data stream. Your development team is responsible for adjusting the number of shards in the data stream to adapt to changes in the rate of data flow. Which of the following are correct regarding Kinesis resharding which your team should consider in managing the application? (Select TWO.),AE,AE,You can increase the stream's capacity by splitting shards.,You have to split the cold shards to decrease the capacity of the stream.,You have to merge the hot shards to increase the capacity of the stream.,The data records that are flowing to the parent shards will be lost when you reshard.,You can decrease the stream's capacity by merging shards.,,,한 기술 회사에는 Amazon Kinesis Data Stream을 사용하여 데이터와 데이터 스트림을 소비하고 처리하는 EC2 인스턴스 그룹을 수집하는 실시간 트래픽 모니터링 시스템이 있습니다. 개발 팀은 데이터 흐름 속도의 변화에 ​​적응하기 위해 데이터 스트림의 샤드 수를 조정하는 일을 담당합니다.다음 중 귀하의 팀이 애플리케이션을 관리할 때 고려해야 할 Kinesis 리샤딩에 관한 올바른 설명은 무엇입니까? (2개를 선택하세요.),샤드를 분할하여 스트림 용량을 늘릴 수 있습니다.,스트림 용량을 줄이려면 콜드 샤드를 분할해야 합니다.,스트림 용량을 늘리려면 핫 샤드를 병합해야 합니다.,재샤딩하면 상위 샤드로 이동하는 데이터 레코드가 손실됩니다.,샤드를 병합하여 스트림 용량을 줄일 수 있습니다.,,0,,
udemy,DVA-02,181,A Java web application built using AWS SDK for Java with a DynamoDB database is concurrently accessed by thousands of users during peak time. The application is highly write-intensive and there are a lot of incidents where it overwrites stale data from the DynamoDB table. How can you ensure your database writes are protected from being overwritten by other write operations that are occurring at the same time without affecting the application performance?,D,D,Implement overly optimistic locking (OOL).,Implement pessimistic locking with read locking.,Implement pessimistic locking with write locking.,Implement optimistic locking with version number.,,,,DynamoDB 데이터베이스와 함께 Java용 AWS SDK를 사용하여 구축된 Java 웹 애플리케이션은 피크 시간 동안 수천 명의 사용자가 동시에 액세스합니다. 이 애플리케이션은 쓰기 집약적이며 DynamoDB 테이블의 오래된 데이터를 덮어쓰는 사고가 많이 있습니다.애플리케이션 성능에 영향을 주지 않고 동시에 발생하는 다른 쓰기 작업이 데이터베이스 쓰기를 덮어쓰지 않도록 어떻게 보호할 수 있습니까?,지나치게 낙관적인 잠금(OOL)을 구현합니다.,읽기 잠금으로 비관적 잠금을 구현합니다.,쓰기 잠금으로 비관적 잠금을 구현합니다.,버전 번호로 낙관적 잠금을 구현합니다.,,,0,,
udemy,DVA-02,182,"A social media application is using DynamoDB to manage and store the session data of its users. As the number of users grew, the number of items in the table exponentially increased as well. You have to reduce storage usage and also reduce the cost of storing irrelevant data without using provisioned throughput to rectify this issue. Which of the following is the MOST cost-effective solution that you should implement?",A,A,Enable Time To Live (TTL) in the table.,Implement a Lazy Loading caching strategy to your application.,Use a Lambda function with CloudWatch Events to schedule a purge of stale items in the table on a daily basis.,Implement a Write-Through caching strategy in your application.,,,,소셜 미디어 애플리케이션은 DynamoDB를 사용하여 사용자의 세션 데이터를 관리하고 저장합니다. 사용자 수가 늘어나면서 테이블에 포함되는 항목 수도 기하급수적으로 늘어났습니다. 이 문제를 해결하려면 스토리지 사용량을 줄이고 프로비저닝된 처리량을 사용하지 않고 관련 없는 데이터를 저장하는 비용도 줄여야 합니다.다음 중 구현해야 할 가장 비용 효율적인 솔루션은 무엇입니까?,테이블에서 TTL(Time To Live)을 활성화합니다.,애플리케이션에 지연 로딩 캐싱 전략을 구현합니다.,CloudWatch 이벤트와 함께 Lambda 함수를 사용하여 매일 테이블의 오래된 항목 제거를 예약합니다.,애플리케이션에서 Write-Through 캐싱 전략을 구현합니다.,,,0,,
udemy,DVA-02,183,"You are hosting a website in an Amazon S3 bucket named tutorialsdojo and your users load the website using the http://tutorialsdojo.s3-website-us-east-1.amazonaws.com endpoint. You want to use JavaScript on the webpages that are stored in this bucket to be able to make authenticated GET and PUT requests. These requests are directed to the same bucket through the website.s3.amazonaws.com S3 API endpoint. However, you noticed that your web browser blocks the HTTP requests originating from your website. What should you do to rectify this issue?",B,B,Enable Cross-Zone Load Balancing.,Enable Cross-origin resource sharing (CORS) configuration in the bucket.,Enable Cross-Region Replication (CRR).,Enable cross-account access.,,,,귀하는 Amazon S3 버킷이라는 이름의 버킷에서 웹 사이트를 호스팅하고 tutorialsdojo있으며 사용자는 엔드포인트를 사용하여 웹 사이트를 로드합니다 http://tutorialsdojo.s3-website-us-east-1.amazonaws.com. 인증된 GET 및 PUT 요청을 수행할 수 있도록 이 버킷에 저장된 웹페이지에서 JavaScript를 사용하려고 합니다. 이러한 요청은 S3 API 엔드포인트를 통해 동일한 버킷으로 전달됩니다 website.s3.amazonaws.com. 그러나 웹 브라우저가 웹 사이트에서 발생하는 HTTP 요청을 차단하는 것으로 나타났습니다.이 문제를 해결하려면 어떻게 해야 합니까?,교차 영역 로드 밸런싱을 활성화합니다.,버킷에서 CORS(교차 원본 리소스 공유) 구성을 활성화합니다.,CRR(교차 지역 복제)을 활성화합니다.,교차 계정 액세스를 활성화합니다.,,,0,,
udemy,DVA-02,184,"A developer has a set of EC2 instances that runs the Amazon Kinesis Client Library to process a data stream in AWS. Based on the custom metrics, it shows that the instances are maxing out their CPU Utilization, and there are insufficient Kinesis shards to handle the rate of data flowing through the stream.Which of the following is the BEST course of action that the developer should take to solve this issue and prevent this situation from re-occurring in the future?",A,A,Increase both the instance size and the number of open shards.,Increase the instance size to a larger type.,Increase the number of shards.,Increase the number of instances up to the number of open shards.,,,,개발자는 Amazon Kinesis Client Library를 실행하여 AWS에서 데이터 스트림을 처리하는 EC2 인스턴스 세트를 보유하고 있습니다. 사용자 지정 지표를 기반으로 하면 인스턴스가 CPU 사용률을 최대화하고 있으며 스트림을 통해 흐르는 데이터 속도를 처리하기에는 Kinesis 샤드가 부족하다는 것을 알 수 있습니다.다음 중 이 문제를 해결하고 향후 이러한 상황이 다시 발생하지 않도록 개발자가 취해야 하는 가장 좋은 조치는 무엇입니까?,인스턴스 크기와 열린 샤드 수를 모두 늘립니다.,인스턴스 크기를 더 큰 유형으로 늘립니다.,샤드 수를 늘립니다.,열려 있는 샤드 수만큼 인스턴스 수를 늘립니다.,,,0,,
udemy,DVA-02,185,"A company is using AWS Organizations to manage its multiple AWS accounts which is being used by its various departments. To avoid security issues, it is of utmost importance to test the impact of service control policies (SCPs) on your IAM policies and resource policies before applying them. Which of the following services can you use to test and troubleshoot IAM and resource-based policies?",B,B,Systems Manager,IAM Policy Simulator,Amazon Inspector,AWS Config,,,,회사는 AWS Organizations를 사용하여 다양한 부서에서 사용되는 여러 AWS 계정을 관리하고 있습니다. 보안 문제를 방지하려면 SCP(서비스 제어 정책)가 IAM 정책 및 리소스 정책에 미치는 영향을 적용하기 전에 테스트하는 것이 가장 중요합니다.다음 중 IAM 및 리소스 기반 정책을 테스트하고 문제를 해결하는 데 사용할 수 있는 서비스는 무엇입니까?,시스템 관리자,IAM 정책 시뮬레이터,아마존 인스펙터,AWS 구성,,,0,,
udemy,DVA-02,186,You developed a Lambda function which will send status updates to a third party provider for analytics. You need to schedule this function to run every 30 minutes. Which of the following is the MOST manageable and cost-effective way of setting up this task?,D,D,Enable scheduling on the AWS Console of your Lambda function. Define a schedule to run it on 30-minute intervals.,Launch an EC2 instance which has a cron job that triggers the Lambda function every 30 minutes.,Use the Task Scheduler of your Windows PC to trigger the Lambda function every 30 minutes.,"Integrate CloudWatch Events with Lambda, which will automatically trigger the function every 30 minutes.",,,,분석을 위해 제3자 공급자에게 상태 업데이트를 보내는 Lambda 함수를 개발했습니다. 이 기능이 30분마다 실행되도록 예약해야 합니다.다음 중 이 작업을 설정하는 가장 관리하기 쉽고 비용 효율적인 방법은 무엇입니까?,Lambda 함수의 AWS 콘솔에서 예약을 활성화합니다. 30분 간격으로 실행되도록 일정을 정의합니다.,30분마다 Lambda 함수를 트리거하는 cron 작업이 있는 EC2 인스턴스를 시작합니다.,Windows PC의 작업 스케줄러를 사용하여 30분마다 Lambda 함수를 트리거합니다.,CloudWatch 이벤트를 Lambda와 통합하면 30분마다 자동으로 함수가 트리거됩니다.,,,0,,
udemy,DVA-02,187,"Using AWS SAM, a developer recently deployed a serverless application consisting of Lambda functions, API Gateway, Kinesis Data stream, and a DynamoDB table. The application has worked fine for a few days, but lately, there were a lot of ProvisionedThroughputExceeded exceptions being returned by DynamoDB. The developer also noticed that there's a sudden increase in read capacity units (RCU) usage whenever this issue happens.How should the developer refactor the application to find items based on primary key values and use the LEAST amount of RCU?",B,B,Use the Query operation with strong consistency reads.,Use the Query operation with eventual consistency reads.,Use the Scan operation with strong consistency reads.,Use the Scan operation with eventual consistency reads.,,,,"개발자는 최근 AWS SAM을 사용하여 Lambda 함수, API 게이트웨이, Kinesis 데이터 스트림 및 DynamoDB 테이블로 구성된 서버리스 애플리케이션을 배포했습니다. ProvisionedThroughputExceeded애플리케이션은 며칠 동안 제대로 작동했지만 최근에는 DynamoDB에서 많은 예외가 반환되었습니다. 또한 개발자는 이 문제가 발생할 때마다 RCU(읽기 용량 단위) 사용량이 갑자기 증가한다는 사실을 발견했습니다.개발자는 기본 키 값을 기반으로 항목을 찾고 최소한의 RCU를 사용하도록 애플리케이션을 어떻게 리팩터링해야 합니까?",강력한 일관성 읽기와 함께 쿼리 작업을 사용합니다.,최종 일관성 읽기와 함께 쿼리 작업을 사용합니다.,Strong Consistency 읽기와 함께 Scan 작업을 사용합니다.,최종 일관성 읽기와 함께 Scan 작업을 사용합니다.,,,0,,
