exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,611,"When using Amazon RDS, what is the customer responsible for?",C,C,Patching and maintenance of the underlying operating system.,Managing automatic backups of the database.,Controlling network access through security groups.,Replacing failed instances in the event of a hardware failure.,,,,,
examtopics,CLF-01,612,Which AWS network services or features allow CIDR block notation when providing an IP address range? (Choose two.),AC,AC,Security groups,Amazon Machine Image (AMI),Network access control list (network ACL),AWS Budgets,Amazon Elastic Block Store (Amazon EBS),,,,
examtopics,CLF-01,613,A company has decided to migrate its production workloads to the AWS Cloud.Which actions can help reduce operational costs as part of the migration? (Choose two.),ADDE,DE,Reduce overprovisioned instances.,Rehost all third-party licenses on AWS.,Implement a highly available architecture.,Use managed services.,Improve application security.,,,,
examtopics,CLF-01,614,Which design principles are enabled by the AWS Cloud to improve the operation of workloads? (Choose two.),BDBC,BC,Minimize upfront design,Loose coupling,Disposable resources,Server design and concurrency,Minimal viable product,,,,
examtopics,CLF-01,615,"To optimize costs and resource usage, a company needs to monitor the operational health of its entire system of AWS Cloud resources.Which AWS service will meet these requirements?",B,B,AWS Organizations,Amazon CloudWatch,AWS CloudTrail,AWS Config,,,,,
examtopics,CLF-01,616,"If a user has an AWS account with an Enterprise-level AWS Support plan, who is the primary point of contact for billing or account inquiries?",B,B,Solutions architect,AWS Concierge Support team,An AWS Marketplace seller,AWS Partner Network (APN) partner,,,,,
examtopics,CLF-01,617,Which AWS service will track user activity on AWS?,C,C,Amazon GuardDuty,AWS Trusted Advisor,AWS CloudTrail,Amazon CloudWatch,,,,,
examtopics,CLF-01,618,A cloud practitioner needs an effective method to decrease application latency and increase performance for end users.Which services will help? (Choose two.),DEBE,DE,Amazon Elastic Container Service (Amazon ECS) for Kubernetes,Amazon S3,Amazon AppStrearn 2.0,Amazon ElastiCache,Amazon CloudFront,,,,
examtopics,CLF-01,619,A company is building a business intelligence solution and wants to use dashboards for reporting purposes.Which AWS service can be used?,C,C,Amazon Redshift,Amazon Elasticsearch Service (Amazon ES),Amazon QuickSight,Amazon Athena,,,,,
examtopics,CLF-01,620,A company needs to transfer a large volume of data from an on-premises data center to the AWS Cloud. The company's internet connectivity is slow and unreliable.Which AWS service can facilitate this data transfer?,B,B,Amazon S3 Glacier,AWS Snowball,AWS Storage Gateway,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,621,A security officer wants a list of any potential vulnerabilities in Amazon EC2 security groups.Which AWS service should the officer use?,B,B,Amazon GuardDuty,AWS Trusted Advisor,AWS CloudTrail,AWS Artifact,,,,,
examtopics,CLF-01,622,A company has multiple departments. Each department uses its own AWS account.Which AWS service or tool can the company use to combine the billing for all accounts into one bill?,C,C,Amazon Forecast,AWS Budgets,AWS Organizations,AWS Marketplace,,,,,
examtopics,CLF-01,623,A cloud practitioner needs to obtain AWS compliance reports before migrating an environment to the AWS Cloud.How can these reports be generated?,BA,A,Contact the AWS Compliance team,Download the reports from AWS Artifact,Open a case with AWS Support,Generate the reports with Amazon Macie,,,,,
examtopics,CLF-01,624,A large company has a workload that requires hardware to remain on premises. The company wants to use the same management and control plane services that it currently uses on AWS.Which AWS service should the company use to meet these requirements?,C,C,AWS Device Farm,AWS Fargate,AWS Outposts,AWS Ground Station,,,,,
examtopics,CLF-01,625,Which tasks require using AWS account root user credentials? (Choose two.),CECD,CE,Creating an Amazon EC2 key pair,Removing an IAM user from the administrators group,Changing the AWS Support plan,Creating an Amazon CloudFront key pair,Granting an IAM user full administrative access,,,,
examtopics,CLF-01,626,Which of the following are advantages of using Amazon EC2 instances over traditional on-premises servers? (Choose two.),AD,BD,Pay-as-you-go pricing,Automation,Self-maintenance of servers,Agility,Access to physical hosts,,,,
examtopics,CLF-01,627,"To avoid malicious compute activities, a user needs a quick way to determine if any Amazon EC2 instances have ports that allow unrestricted access.Which AWS service will support this requirement?",D,D,VPC Flow Logs,AWS WAF,AWS CloudTrail,AWS Trusted Advisor,,,,,
examtopics,CLF-01,628,What are the market advantages of running workloads in the AWS Cloud? (Choose two.),AD,DE,Less staff time is required to deploy new workloads.,Increased time to market for new application features.,Higher acquisition costs to support peak workloads.,Increased productivity for application development teams.,A decrease in the average server CPU utilization.,,,,
examtopics,CLF-01,629,Which Amazon S3 storage class allows users to store data backups for long periods of time at the LOWEST cost?,C,C,S3 Standard-Infrequent Access (S3 Standard-IA),S3 Standard,S3 Glacier,S3 One Zone-Infrequent Access (S3 One Zone-IA),,,,,
examtopics,CLF-01,630,Which of the following technologies provides a secure network connection from on-premises to AWS?,A,C,Virtual Private Network,AWS Snowball,Amazon Virtual Private Cloud (Amazon VPC),AWS Mobile Hub,,,,,
examtopics,CLF-01,631,"When comparing AWS Cloud with on-premises Total Cost of Ownership, which expenses must be considered? (Choose two.)",AC,AC,Physical storage hardware,Operating system administration,Network infrastructure of data center,Project management,Database schema development,,,,
examtopics,CLF-01,632,A company uses Amazon EC2 infrastructure to host steady-state workloads and needs to achieve significant cost savings.Which EC2 instance pricing model should the company select?,A,A,Reserved Instances,On-Demand Instances,Spot Instances,Dedicated Hosts,,,,,
examtopics,CLF-01,633,Which guideline is a well-architected design principle for building cloud applications?,C,B,Keep static data closer to compute resources.,Provision resources for peak capacity.,Design for automated recovery from failure.,Use tightly coupled components.,,,,,
examtopics,CLF-01,634,What does the AWS Cloud provide to increase the speed and agility of execution for customers? (Choose two.),AB,AD,Readily available resources with low provisioning times,Scalable compute capacity,Free Tier services usage,Access to AWS data centers,Lower resource provisioning cost,,,,
examtopics,CLF-01,635,A company believes an unauthorized user copied data from an Amazon S3 bucket to their own account.Which AWS service will record the actions taken by the user?,B,B,Amazon CloudWatch,AWS CloudTrail,AWS Infrastructure Event Management,AWS Systems Manager,,,,,
examtopics,CLF-01,636,Which AWS service provides a simple way to set up a new multi-account AWS environment and govern it at scale?,C,C,AWS Trusted Advisor,AWS Security Hub,AWS Control Tower,AWS Resource Access Manager,,,,,
examtopics,CLF-01,637,A system administrator wants to allow IT department users to access the AWS CLI.What is the MINIMUM credential that is required to achieve this goal?,DC,C,Multi-factor authentication (MFA) code,Key pair,IAM user name and password,AWS access keys,,,,,
examtopics,CLF-01,638,How can moving to the AWS Cloud help users reduce the time dedicated to operating system patching? (Choose two.),AE,AE,Users can take advantage of managed services on AWS.,Users can outsource operating system patching to the AWS Support team.,AWS Professional Services will upgrade instances to the latest operating system versions.,Users have the ability to use license-included Amazon EC2 instances.,Users can take advantage of AWS Systems Manager features.,,,,
examtopics,CLF-01,639,A user has an AWS Business Support plan and requires detailed billing information.Which AWS resource will help?,D,A,AWS Concierge Support,AWS Service Catalog,AWS Budgets,AWS Cost and Usage Report,,,,,
examtopics,CLF-01,640,A company has enabled billing alerts in its AWS account and wants to receive a notification through Amazon Simple Notification Service (Amazon SNS) whenever its monthly bill exceeds a set amount.Which AWS service or tool should the company use to achieve this?,A,A,Amazon CloudWatch,Cost Explorer,AWS Cost and Usage Report,AWS Pricing Calculator,,,,,
examtopics,CLF-01,641,A user wants to move legacy applications to the AWS Cloud to reduce the total cost.Which option is the MOST cost-effective according to best practices?,BD,B,"Rewrite the legacy applications in an open-source language, such as Python.",Right-size the Amazon EC2 instances to prevent over-provisioning in terms of compute and memory.,Migrate relational databases to Amazon DynamoDB.,"Reserve a data center facility with an upfront payment, which provides an additional discount.",,,,,
examtopics,CLF-01,642,"According to the AWS shared responsibility model, which task is the responsibility of AWS for workloads running on Amazon EC2?",A,A,Updating the physical hardware,Updating the operating system,Updating the database engine,Updating the user data,,,,,
examtopics,CLF-01,643,A user needs to identify underutilized Amazon Elastic Block Store (Amazon EBS) volumes to reduce costs.Which AWS service or feature will meet this requirement?,C,C,AWS CloudTrail,AWS Budgets,AWS Trusted Advisor,AWS Personal Health Dashboard,,,,,
examtopics,CLF-01,644,Which AWS service will help a company identify the user who deleted an Amazon EC2 instance yesterday?,C,C,Amazon CloudWatch,AWS Trusted Advisor,AWS CloudTrail,Amazon Inspector,,,,,
examtopics,CLF-01,645,Which AWS service should a cloud engineer use to view API calls to AWS services?,B,B,Amazon CloudWatch,AWS CloudTrail,AWS Config,AWS Artifact,,,,,
examtopics,CLF-01,646,A company must keep records of all resource changes that are made through the AWS Management Console and AWS APIs.Which AWS service should the company use to meet this requirement?,B,B,Amazon CloudWatch,AWS CloudTrail,AWS X-Ray,Amazon Inspector,,,,,
examtopics,CLF-01,647,"According to the AWS shared responsibility model, which task is the responsibility of the customer?",B,A,Protect the global infrastructure that runs all of the services offered in the AWS Cloud.,"Configure logical access controls for resources, and protect account credentials.",Configure the security used by managed services.,Patch and back up Amazon Aurora.,,,,,
examtopics,CLF-01,648,A company needs to monitor and forecast AWS costs and usage. The company also must set event-driven alert notifications that occur if spending limits are exceeded.Which AWS service or tool should the company use to meet these requirements?,AB,A,AWS Budgets,Amazon CloudWatch,AWS Config,AWS Service Catalog,,,,,
examtopics,CLF-01,649,Which of the following is a best practice for creating policies for IAM users?,C,C,Start with a large set of permissions and remove the permissions that are not required.,Use only Amazon managed policies.,Start with a minimum set of permissions and grant additional permissions as necessary.,Attach policies directly to each user individually.,,,,,
examtopics,CLF-01,650,A user with an AWS Basic Support plan has determined that illegal activities are being run on their AWS resourcesWhat is the recommended method for the user to report the activity to AWS?,CD,C,Contact the AWS Concierge Support team.,Contact an AWS technical account manager.,Contact the AWS Abuse team.,Contact the AWS Support team.,,,,,
examtopics,CLF-01,651,AWS can relieve a company's IT staff of which of the following IT tasks? (Choose two.),ABAD,AC,Patching database software,Storage capacity planning,Creating database schemas,Setting up access controls for data,Writing application code,,,,
examtopics,CLF-01,652,A company's security team requires that all Amazon EC2 workloads use approved Amazon Machine Images (AMIs).Which AWS service should the company use to verify that the EC2 instances are using approved AMIs?,C,C,Amazon CloudWatch,Amazon Inspector,AWS Config,AWS Trusted Advisor,,,,,
examtopics,CLF-01,653,Which of the following are benefits of using the AWS Cloud? (Choose two.),CE,CE,100% fault tolerance,Total control over underlying infrastructure,Fast provisioning of IT resources,Outsourcing all application coding to AWS,Ability to go global quickly,,,,
examtopics,CLF-01,654,Which of the following security-related aspects of running an Amazon Elastic Compute Cloud (Amazon EC2) instance is the responsibility of AWS?,B,B,Security of private keys,Hypervisor software updates,Security updates to software running on the instance,Policies controlling instance access,,,,,
examtopics,CLF-01,655,"Which AWS service aggregates, organizes, and prioritizes security alerts and findings from multiple AWS services?",D,D,Amazon Detective,Amazon Inspector,Amazon Macie,AWS Security Hub,,,,,
examtopics,CLF-01,656,A developer has an AWS account and needs access to another account's test database.Which AWS service or feature can the developer use to gain access to the test database?,C,C,Amazon Macie,Security groups,IAM roles,AWS Trusted Advisor,,,,,
examtopics,CLF-01,657,Using Amazon Elastic Container Service (Amazon ECS) to break down a monolithic architecture into microservices is an example of:,A,A,a loosely coupled architecture.,a tightly coupled architecture.,a stateless architecture.,a stateful architecture.,,,,,
examtopics,CLF-01,658,Which of the following is a benefit of using an AWS managed service?,A,B,Reduced operational overhead for a company's IT staff,Increased fixed costs that can be predicted by a finance team,Removal of the need to have a backup strategy,Removal of the need to follow compliance standards,,,,,
examtopics,CLF-01,659,Which VPC component provides a layer of security at the subnet level?,B,A,Security groups,Network ACLs,NAT gateways,Route tables,,,,,
examtopics,CLF-01,660,Which benefit is available for Convertible Reserved Instances but NOT Standard Reserved Instances?,B,C,The instances can be exchanged for instances of a different instance size.,The instances can be exchanged for instances of a different instance family.,The instances can be changed to a different Availability Zone.,The instances can be changed to a different AWS Region.,,,,,
examtopics,CLF-01,661,Which of the following enables users to leverage the power of AWS services programmatically?,A,D,AWS Command Line Interface (AWS CLI),AWS Trusted Advisor,AWS CodeDeploy,AWS Management Console,,,,,
examtopics,CLF-01,662,Which security credentials are required to run commands by using the AWS Command Line Interface (AWS CLI)?,A,A,Access Key ID and Secret Access Key,AWS root user email and password,Amazon Elastic Compute Cloud (Amazon EC2) key pairs,AWS Identity and Access Management (IAM) user name and password,,,,,
examtopics,CLF-01,663,Which AWS services or features can control VPC traffic? (Choose two.),AD,AB,Security groups,AWS Direct Connect,Amazon GuardDuty,Network ACLs,Amazon Connect,,,,
examtopics,CLF-01,664,"A web developer has limited knowledge of AWS networking services such as Amazon VPC, Elastic Load Balancing, and Auto Scaling, but wants to host a highly available web application.Which AWS service would automatically handle the deployment and reduce the complexity for the developer?",C,C,AWS CodeDeploy,AWS Resource Access Manager,AWS Elastic Beanstalk,AWS CloudFormation,,,,,
examtopics,CLF-01,665,A company wants to route its traffic directly and privately to a VPC without going over the public internet.Which connectivity option provides this capability?,BA,D,AWS VPN,AWS Direct Connect,VPC NAT gateway,VPC internet gateway,,,,,
examtopics,CLF-01,666,"A company wants to build an application for a new line of business.According to the AWS Well-Architected Framework, what design principles should be implemented? (Choose two.)",CEDE,DE,Consolidate multiple AWS accounts into a single account.,Buy and host hardware in the AWS Cloud.,Decouple the AWS Cloud architecture to break up monolithic deployments.,Move on-premises network hardware to VPCs.,Design elasticity into the AWS Cloud design.,,,,
examtopics,CLF-01,667,A cloud practitioner is analyzing Amazon EC2 instance performance and usage to provide recommendations for potential cost savings.Which cloud concept does this analysis demonstrate?,B,B,Auto scaling,Rightsizing,Load balancing,High availability,,,,,
examtopics,CLF-01,668,Which AWS service or feature can help a company determine if it has Amazon S3 buckets that are publicly available?,CB,C,AWS Service Health Dashboard,Amazon CloudWatch Logs,AWS Trusted Advisor,AWS Service Catalog,,,,,
examtopics,CLF-01,669,"A company's newly launched application is gaining in popularity very quickly. To improve customer service, the company wants to set up a phone number to manage the increasing volume of calls received by the company's support staff.Which AWS service should be used to meet this requirement?",A,A,Amazon Connect,Amazon CloudFront,Amazon DirectConnect,AWS Trusted Advisor,,,,,
examtopics,CLF-01,670,Which credentials used to sign in to the AWS Management Console meet security best practices? (Choose two.),BE,BE,An access key,Multi-factor authentication,X.509 certificates,A secret key,User name and password,,,,
examtopics,CLF-01,671,Which of the following are ways to improve security on AWS? (Choose two.),DE,DE,Using AWS Artifact,Granting the broadest permissions to all IAM roles,Running application code with AWS Cloud9,Enabling multi-factor authentication (MFA) with Amazon Cognito,Using AWS Trusted Advisor security checks,,,,
examtopics,CLF-01,672,Which AWS service or resource helps on-premises applications connect to AWS Cloud-based storage and caches the data locally for low-latency access?,B,B,AWS Direct Connect,AWS Storage Gateway,Amazon S3,AWS Snowball Edge,,,,,
examtopics,CLF-01,673,A batch workload takes 5 hours to finish on an Amazon EC2 instance. The amount of data to be processed doubles monthly and the processing time is proportional.What is the best cloud architecture to address this consistently growing demand?,C,C,Run the application on a bigger EC2 instance size.,Switch to an EC2 instance family that better matches batch requirements.,Distribute the application across multiple EC2 instances and run the workload in parallel.,Run the application on a bare metal EC2 instance.,,,,,
examtopics,CLF-01,674,A company is building a serverless architecture that connects application data from multiple data sources. The company needs a solution that does not require additional code.Which AWS service meets these requirements?,DA,B,AWS Lambda,Amazon Simple Queue Service (Amazon SQS),Amazon CloudWatch,Amazon EventBridge,,,,,
examtopics,CLF-01,675,Which AWS Cloud service can send alerts to customers if custom spending thresholds are exceeded?,A,A,AWS Budgets,AWS Cost Explorer,AWS Cost Allocation Tags,AWS Organizations,,,,,
examtopics,CLF-01,676,A company wants to eliminate the need to guess infrastructure capacity before deployments. The company also wants to spend its budget on cloud resources only as the company uses the resources.Which advantage of the AWS Cloud matches the company's requirements?,DA,A,Reliability,Global reach,Economies of scale,Pay-as-you-go pricing,,,,,
examtopics,CLF-01,677,How does AWS Cloud computing help businesses reduce costs? (Choose two.),BE,CD,AWS charges the same prices for services in every AWS Region.,AWS enables capacity to be adjusted on demand.,AWS offers discounts for Amazon EC2 instances that remain idle for more than 1 week.,AWS does not charge for data sent from the AWS Cloud to the internet.,AWS eliminates many of the costs of building and maintaining on-premises data centers.,,,,
examtopics,CLF-01,678,A company has identified a high-risk network security issue during an AWS Well-Architected review. The company needs a managed solution that the company can use to deploy essential network protections for all of its VPCs.Which AWS service or feature meets these requirements?,C,A,Security groups,Network ACLs,AWS Network Firewall,Amazon VPC Network Access Analyzer,,,,,
examtopics,CLF-01,679,Which AWS service or feature allows a user to set up consolidated billing?,B,B,AWS Billing Management Console,AWS Organizations,AWS Cost and Usage Report,WAS Systems Manager,,,,,
examtopics,CLF-01,680,Which AWS service can be used to encrypt data at rest?,D,D,Amazon GuardDuty,AWS Shield,AWS Security Hub,AWS Key Management Service (AWS KMS),,,,,
examtopics,CLF-01,681,What is an IAM best practice for AWS account root user access keys?,A,A,"Delete all root user access keys, if possible.",Use root user credentials to access sensitive information stored on AWS.,Allow the system administrator group to use the root user credentials for daily access.,Use root user credentials to access production database instances.,,,,,
examtopics,CLF-01,682,A company has performance and regulatory requirements that call for it to run its workload only in its on-premises data center.Which AWS services or resources should the company use? (Choose two.),CDBC,BC,Amazon Pinpoint,Amazon WorkLink,AWS Outposts,AWS Snowball Edge,AWS AppSync,,,,
examtopics,CLF-01,683,Elasticity in the AWS Cloud refers to which of the following? (Choose two.),BE,BE,How quickly an Amazon EC2 instance can be restarted,The ability to rightsize resources as demand shifts,The maximum amount of RAM an Amazon EC2 instance can use,The pay-as-you-go billing model,How easily resources can be produced when they are needed,,,,
examtopics,CLF-01,684,Which AWS service gives users the ability to build interactive business intelligence dashboards that include machine learning insights?,C,D,Amazon Athena,Amazon Kendra,Amazon QuickSight,Amazon Redshift,,,,,
examtopics,CLF-01,685,A company needs to improve the response rate of high-volume queries to its relational database.Which AWS service should the company use to offload requests to the database and improve overall response times?,B,A,Amazon DynamoDB Accelerator (DAX),Amazon ElastiCache,Elastic Load Balancing,AWS Global Accelerator,,,,,
examtopics,CLF-01,686,Which AWS services or features enable users to connect on-premises networks to a VPC? (Choose two.),AC,AD,AWS VPN,Elastic Load Balancing,AWS Direct Connect,VPC peering,Amazon CloudFront,,,,
examtopics,CLF-01,687,Which pillar of the AWS Well-Architected Framework specifies that resources be provisioned in a timely manner and scale as needed to maintain effectiveness as demand changes?,D,D,Cost optimization,Security,Operational excellence,Performance efficiency,,,,,
examtopics,CLF-01,688,An IT department provisions more servers than are needed to run a workload.Which cloud architecture design principle supports changing this approach?,B,B,Protect data in transit and at rest.,Stop guessing capacity.,Improve through game days.,Annotate documentation.,,,,,
examtopics,CLF-01,689,A solutions architect needs to create a cost estimate for running workloads on AWS. The cost estimate must then be exported for management review.Which AWS service or feature should be used to accomplish these task?,C,C,Cost Explorer,Amazon QuickSight,AWS Pricing Calculator,AWS Budgets,,,,,
examtopics,CLF-01,690,Which AWS service should a company use to decouple large monolithic applications into smaller microservices components?,C,C,AWS Direct Connect,Amazon Lightsail,Amazon Simple Queue Service (Amazon SQS),Amazon CloudWatch,,,,,
examtopics,CLF-01,691,A company has defined the AWS resources that it needs for a new application. The company needs to estimate the costs of running the application on AWS.What should the company do to meet this requirement?,B,B,Take advantage of AWS on-demand pricing.,Use the AWS Pricing Calculator to generate an approximate dollar amount.,Use Amazon QuickSight to analyze current on-premises spending.,Use Amazon AppStream 2.0 for real-time pricing analytics.,,,,,
examtopics,CLF-01,692,A company has a globally distributed user base. The company needs its application to be highly available and have low latency for end users.Which AWS architectural approach will MOST effectively support these requirements?,B,B,"Single-Region, Multi-AZ architecture","Multi-Region, active-active architecture","Multi-Region, active-passive architecture","Single-Region, Single-AZ architecture",,,,,
examtopics,CLF-01,693,Which AWS service or feature for technical assistance is available to a user who has the AWS Basic Support plan?,DA,A,AWS senior support engineers,AWS technical account manager (TAM),AWS Trusted Advisor,AWS Discussion Forums,,,,,
examtopics,CLF-01,694,"A company needs to migrate its on-premises data to the AWS Cloud. The company requires elastic, highly optimized connectivity.Which AWS service meets these requirements?",B,B,Amazon S3 Glacier,AWS Storage Gateway,AWS Backup,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,695,"When an Amazon EC2 instance is terminated, which AWS service can identify the user that made the API call?",B,B,Amazon CloudWatch,AWS CloudTrail,AWS X-Ray,AWS Identity and Access Management (IAM),,,,,
examtopics,CLF-01,696,An application is running on multiple Amazon EC2 instances. The company wants to make the application highly available by configuring a load balancer with requests forwarded to the EC2 instances based on URL paths.Which AWS load balancer will meet these requirements and take the LEAST amount of effort to deploy?,B,A,Network Load Balancer,Application Load Balancer,AWS OpsWorks Load Balancer,Custom Load Balancer on Amazon EC2,,,,,
examtopics,CLF-01,697,Which feature can be used to protect Amazon S3 buckets from accidental overwrites or deletes?,B,B,Lifecycle policy,Object versioning,Server-side encryption,Bucket ACL,,,,,
examtopics,CLF-01,698,Which of the following are AWS security best practices for using AWS Identity and Access Management (IAM) to manage an AWS account root user? (Choose two.),AC,AE,Set up multi-factor authentication (MFA) for the root user.,Remove all IAM policies from the root user.,Delete the root user access keys.,Use the root user for daily tasks.,Assign a read-only access policy to the root user.,,,,
examtopics,CLF-01,699,Which AWS service is designed to help users orchestrate a workflow process for a set of AWS Lambda functions?,D,D,Amazon DynamoDB,AWS CodePipeline,AWS Batch,AWS Step Functions,,,,,
examtopics,CLF-01,700,A database administrator is trying to determine who deleted a critical Amazon Redshift cluster.Which AWS service helps with monitoring and retaining this type of account activity?,A,A,AWS CloudTrail,AWS Organizations,AWS Identity and Access Management (IAM),AWS Trusted Advisor,,,,,
examtopics,CLF-01,701,Which pillar of the AWS Well-Architected Framework includes the AWS shared responsibility model?,D,D,Operational excellence,Performance efficiency,Reliability,Security,,,,,
examtopics,CLF-01,702,A company runs its business-critical web application on Amazon Elastic Container Service (Amazon ECS) and Amazon DynamoDB. The workload spikes up to 10 times the normal workload multiple times during the day.Which AWS Cloud feature enables the company to meet these changes in demand?,C,C,Agility,Global reach,Scalability,Security,,,,,
examtopics,CLF-01,703,A company's traffic logs show that IP addresses owned by AWS are being used in an attempt to flood ports on system resources.To whom should the cloud practitioner report this issue?,B,B,AWS Professional Services,AWS Abuse team,AWS Partner Network (APN),AWS technical account manager (TAM),,,,,
examtopics,CLF-01,704,An Amazon EC2 instance previously used for development is inaccessible and no longer appears in the AWS Management Console.Which AWS service should be used to determine what action made this EC2 instance inaccessible?,D,D,Amazon CloudWatch Logs,AWS Security Hub,Amazon Inspector,AWS CloudTrail,,,,,
examtopics,CLF-01,705,A company needs to centralize its operational data. The company also needs to automate tasks across all of its Amazon EC2 instances.Which AWS service can the company use to meet these requirements?,B,B,AWS Trusted Advisor,AWS Systems Manager,AWS CodeDeploy,AWS Elastic Beanstalk,,,,,
examtopics,CLF-01,706,A company is moving its office and must establish an encrypted connection to AWS.Which AWS service will help meet this requirement?,A,A,AWS VPN,Amazon Route 53,Amazon API Gateway,Amazon Connect,,,,,
examtopics,CLF-01,707,Which statement explains the benefit of agility in the AWS Cloud?,D,D,Agility gives users the ability to host applications in multiple AWS Regions around the world.,Agility gives users the ability to pay upfront to reduce cost.,Agility provides customizable physical hardware at the lowest possible cost.,Agility provides the means for users to provision resources in minutes.,,,,,
examtopics,CLF-01,708,Which of the following are user authentication services managed by AWS? (Choose two.),AD,AD,Amazon Cognito,AWS Lambda,AWS License Manager,AWS Identity and Access Management (IAM),AWS CodeStar,,,,
examtopics,CLF-01,709,Which AWS service or tool helps identify underutilized Amazon EC2 instances and idle Amazon RDS DB instances at no additional charge?,D,D,Cost Explorer,AWS Budgets,AWS Organizations,AWS Trusted Advisor,,,,,
examtopics,CLF-01,710,Which of the following are customer responsibilities under the AWS shared responsibility model? (Choose two.),BC,DE,Physical security of AWS facilities,Configuration of security groups,Encryption of customer data on AWS,Management of AWS Lambda infrastructure,Management of network throughput of each AWS Region,,,,
examtopics,CLF-01,711,A user should contact the AWS Abuse team to report which situations? (Choose two.),ACCDC,AC,A DDoS attack is being made on an AWS resource.,A SQL injection attack is being made from an IP address that is not an AWS address.,AWS resources are being used to host objectionable or illegal content.,A company's resources are being used in a way that is inconsistent with corporate policy.,A company is receiving HTTPS requests on a web server that is serving HTTP.,,,,
examtopics,CLF-01,712,"A company uses Amazon DynamoDB in its AWS Cloud architecture.According to the AWS shared responsibility model, which of the following are responsibilities of the company? (Choose two.)",BCBD,BD,Operating system patching and upgrades,Application of appropriate permissions with IAM tools,Configuration of data encryption options,Creation of DynamoDB endpoints,Infrastructure provisioning and maintenance,,,,
examtopics,CLF-01,713,What should a user do to deploy an application in geographically separate locations?,C,C,Deploy the application in different placement groups.,Deploy the application to a VPC.,Deploy the application to multiple AWS Regions.,Deploy the application by using Amazon CloudFront.,,,,,
examtopics,CLF-01,714,A company wants to rightsize its infrastructure to control costs.At which points should the company rightsize? (Choose two.),AB,DE,Rightsize before a migration occurs to the cloud.,Rightsize continuously after the cloud onboarding process.,Rightsize when AWS Support calls and explains that rightsizing is needed.,Rightsize when seasonal workloads are at their peak.,Rightsize after purchasing all Reserved Instances.,,,,
examtopics,CLF-01,715,Which tasks should a user perform if the user suspects that an AWS account has been compromised? (Choose two.),BE,BE,Remove any multi-factor authentication (MFA) tokens.,Rotate and delete all AWS access keys.,Move resources to a different AWS Region.,Delete AWS CloudTrail resources.,Contact AWS Support.,,,,
examtopics,CLF-01,716,"A company needs a content delivery network that provides secure delivery of data, videos, applications, and APIs to users globally with low latency and high transfer speed.Which AWS service meets these requirements?",A,A,Amazon CloudFront,Elastic Load Balancing,Amazon S3,Amazon Elastic Transcoder,,,,,
examtopics,CLF-01,717,Which AWS service or tool does AWS Control Tower use to create resources?,A,A,AWS CloudFormation,AWS Trusted Advisor,AWS Directory Service,AWS Cost Explorer,,,,,
examtopics,CLF-01,718,"A company is moving its development and test environments to AWS to increase agility and reduce cost. Because these are not production workloads and the servers are not fully utilized, occasional unavailability is acceptable.What is the MOST cost-effective Amazon EC2 pricing model that will meet these requirements?",B,C,Reserved Instances,On-Demand Instances,Spot Instances,Dedicated Instances,,,,,
examtopics,CLF-01,719,Which guidelines are key AWS architectural design principles? (Choose two.),BD,BD,Design for fixed resources.,Build scalable architectures.,Use tightly coupled components.,Use managed services when possible.,Design for human interaction,,,,
examtopics,CLF-01,720,What is the LEAST expensive AWS Support plan that provides 24-hour access to AWS customer service and AWS communities?,BD,D,AWS Enterprise Support,AWS Business Support,AWS Developer Support,AWS Basic Support,,,,,
examtopics,CLF-01,721,"A company with AWS Enterprise Support has questions about its consolidated bill.Which AWS service, feature, or tool should the company use for assistance?",B,B,AWS Pricing Calculator,AWS Concierge Support,AWS Trusted Advisor,AWS Budgets,,,,,
examtopics,CLF-01,722,A company needs to perform a one-time migration of 40TB of data from its on-premises storage servers to Amazon S3. The transfer must happen as quickly as possible while keeping costs to a minimum. The company has 100 Mbps internet connectivity.Which AWS service will meet these requirements?,AD,A,AWS Snowball,AWS Direct Connect,AWS Storage Gateway,Amazon S3 Transfer Acceleration,,,,,
examtopics,CLF-01,723,A company uses Amazon S3 buckets. One of the company's departments enabled S3 Cross-Region Replication for those buckets to meet new requirements. The company's bill for that month was larger than usual.Which AWS service or feature can the company use to confirm that the cost increase was caused by the data replication?,B,B,Consolidated billing,Cost Explorer,AWS Pricing Calculator,AWS Trusted Advisor,,,,,
examtopics,CLF-01,724,"A company wants to store data with high availability, encrypt the data at rest, and have direct access to the data over the internet.Which AWS service will meet these requirements MOST cost-effectively?",B,B,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon Elastic File System (Amazon EFS),AWS Storage Gateway,,,,,
examtopics,CLF-01,725,How do AWS users trade infrastructure expenses for operational expenses?,CD,D,Secure their physical infrastructure to prevent malicious attacks.,Use AWS Budgets to ensure that spending on AWS resources does not exceed preset thresholds.,Eliminate the electricity costs that are associated with the hosting of physical servers.,Use AWS Auto Scaling to dynamically increase and decrease compute resources as needed.,,,,,
